character,universe,n
diana_trevor,earth_34,1
diane_dorst,new_earth,1
dianne_grayton,quality_universe,1
didiu,new_earth,1
diego_irigoyen,new_earth,1
diego_zhao,new_earth,1
dimita,new_earth,1
dinah_barton,amalgam_universe,1
dinah_drake,arrowverse,1
dinah_drake,dc_super_hero_girls,1
dinah_drake,ignite,1
dinah_drake,prime_earth,1
dinah_drake,the_birds_of_christmas_past_present_and_future,1
dinah_drake_lance,the_brave_and_the_bold,1
dinah_lance,birds_of_prey,1
dinah_lance,crisis_on_two_earths,1
dinah_lance,dc_bombshells,1
dinah_lance,dceased,1
dinah_lance,earth_16,1
dinah_lance,earth_22,1
dinah_lance,ignite,1
dinah_lance,justice,1
dinah_lance,smallville,1
dinah_laurel_lance,arrowverse,1
dinah_laurel_lance,dc_extended_universe,1
dinah_laurel_lance,dcau,1
dinah_laurel_lance,lego_batman,1
dinah_laurel_lance,new_earth,1
dinah_laurel_lance,the_brave_and_the_bold,1
dione,earth_1,1
dionysus,arrowverse,1
dirk_morgna,earth_prime,1
dirk_morgna,post_rebirth,1
dirk_morgna,post_zero_hour,1
dirk_morgna,pre_zero_hour,1
diro_yat,new_earth,1
divine,new_earth,1
diviner,new_earth,1
djinn_ii,prime_earth,1
djuba,the_brave_and_the_bold,1
dna,prime_earth,1
doc,new_earth,1
doctor_7,new_earth,1
doctor_bedlam,new_earth,1
doctor_canus,earth_ad,1
doctor_canus,the_brave_and_the_bold,1
doctor_dinosaur,earth_twelve,1
doctor_impossible,new_earth,1
doctor_morpheus,new_earth,1
doctor_morpheus,superman_1988_tv_series,1
doctor_phoenix,earth_one,1
doctor_psycho,earth_two,1
doctor_psycho,gods_and_monsters,1
doctor_psycho,wonder_woman_tv_series,1
doctor_schivel,batman_1966_tv_series,1
doctor_seven,earth_one,1
dogwelder_ii,prime_earth,1
doll_face,new_earth,1
doll_man_ii,earth_1,1
dolores_pratchet,new_earth,1
dolphin,earth_16,1
dolphin,new_earth,1
dolphin,prime_earth,1
dolphine,star_riders,1
dolphus,impact,1
dominic_darrk,just_imagine,1
dominic_mndawe,new_earth,1
dominic_mndawe,prime_earth,1
don_allen,earth_16,1
don_allen,new_earth,1
don_el,earth_one,1
don_enrago,earth_two,1
donald_hall,dcau,1
donald_hall,new_earth,1
donald_hall,prime_earth,1
donald_troy,earth_11,1
donna_caprese,earth_1,1
donna_carol_force,new_earth,1
donna_morris,prime_earth,1
donna_of_amazon_island,earth_2,1
donna_troy,earth_21,1
donna_troy,earth_3,1
donna_troy,filmation_adventures,1
donna_troy,justice,1
donna_troy,lego_batman,1
donna_troy,new_earth,1
donna_troy,prime_earth,1
donna_troy,super_best_friends_forever,1
donna_troy,teen_titans_tv_series,1
donna_troy,the_brave_and_the_bold,1
donna_troy,titans_tv_series,1
doomsboy,world_without_young_justice,1
doomsday,dc_legends,1
doomsday,dcau,1
doomsday,flashpoint_timeline,1
doomsday,lego_batman,1
doomsday,new_earth,1
doomsday,prime_earth,1
doomsday,riddle_of_the_beast,1
doomsday,smallville,1
doomsday,the_new_order,1
doomsday,titans_tomorrow,1
doomsday,world_without_young_justice,1
doomsday_clone,world_without_young_justice,1
doomslayer,new_earth,1
dora_leigh,prime_earth,1
doranchatok,new_earth,1
dorcas_leigh,new_earth,1
doris_zeul,dc_super_hero_girls_tv_series,1
doris_zuel,dc_animated_movie_universe,1
doris_zuel,dc_legends,1
doris_zuel,dc_super_hero_girls,1
doris_zuel,dceased,1
doris_zuel,harley_quinn_tv_series,1
doris_zuel,new_earth,1
doris_zuel,prime_earth,1
dorothy_spinner,doom_patrol_tv_series,1
dorothy_spinner,new_earth,1
dorothy_spinner,prime_earth,1
dot,tiny_titans,1
douglas_nolan,post_zero_hour,1
douglas_nolan,pre_zero_hour,1
downpour,dcau,1
draaga,dcau,1
draaga,new_earth,1
dracula,earth_43,1
dracula,new_earth,1
dracula,the_batman_tv_series,1
drake_burroughs,dcau,1
drake_burroughs,earth_prime,1
drake_burroughs,pre_zero_hour,1
drake_jones,wildstorm_universe,1
drakul_karfang,new_earth,1
drakul_karfang,prime_earth,1
drang,earth_one,1
drax,legion_of_super_heroes_tv_series,1
drax,new_earth,1
dream,new_earth,1
dreamer,earth_16,1
drew_fisher,prime_earth,1
drive_by,new_earth,1
drogue,prime_earth,1
drooly,krypto_the_superdog,1
drrt,new_earth,1
dru_zod,booster_shot_future,1
dru_zod,dc_extended_universe,1
dru_zod,dc_super_hero_girls_tv_series,1
dru_zod,earth_one,1
dru_zod,injustice,1
dru_zod,pocket_universe,1
dru_zod,prime_earth,1
dru_zod,tiny_titans,1
dru_zod_brainiac_13,new_earth,1
dru_zod_ii,new_earth,1
drummer,wildstorm_universe,1
drura_sehpt,legion_of_super_heroes_tv_series,1
drura_sehpt,pre_zero_hour,1
drury_walker,new_earth,1
drusilla,earth_462,1
drusilla,earth_one,1
drusilla,wonder_woman_tv_series,1
duarmzshee_paan,new_earth,1
dubbilex,earth_16,1
dubbilex,new_earth,1
dubbilex,prime_earth,1
duck_zarro,tiny_titans,1
dudley,earth_5,1
duela_dent,arrowverse,1
dufus_p_ratchet,new_earth,1
duke_of_deception,earth_one,1
duke_of_deception,new_earth,1
duke_of_deception,scooby_doo_team_up,1
duke_thomas,prime_earth,1
duma,new_earth,1
duncan_allenmeyer,smallville,1
duncan_pramble,new_earth,1
dunya_mishkin,new_earth,1
dusan_al_ghul,new_earth,1
dust_devil,new_earth,1
dwayne_geyer,new_earth,1
dwight_mason,new_earth,1
dyctinna,new_earth,1
dyn_xe,new_earth,1
dynamix,prime_earth,1
dyrk_magz,post_zero_hour,1
e_davis_ester,pre_zero_hour,1
earl_dukeston,new_earth,1
earl_gregg,lois_clark,1
earl_jenkins,smallville,1
earl_johnson,lucifer_tv_series,1
ebeneezer_badde,new_earth,1
eccarius,preacher,1
echielias,new_earth,1
echo,new_earth,1
eclipso,dc_legends,1
eclipso,new_earth,1
eddie_bloodlines,prime_earth,1
eddie_bloomberg,tiny_titans,1
edgar_cizko,dc_universe_online,1
edgar_cizko,harley_quinn_tv_series,1
edgar_cizko,new_earth,1
edgar_cizko,prime_earth,1
edgar_mandragora,dcau,1
edgar_ridgley,prime_earth,1
edgar_warnock,new_earth,1
edith_boardman,arrowverse,1
edmond_hamilton,earth_one,1
edmund_dorrance,new_earth,1
edmund_dorrance,soul_of_the_dragon,1
edouard_laslo,new_earth,1
eduardo_del_toro_sr,bite_club,1
eduardo_dorado_jr,earth_16,1
eduardo_dorrance,gotham,1
edwald_olafsson,prime_earth,1
edwar_martinez,new_earth,1
edward_bloomberg,new_earth,1
edward_bloomberg,prime_earth,1
edward_bloomberg,titans_tomorrow,1
edward_clariss,arrowverse,1
edward_clariss,new_earth,1
edward_clariss,prime_earth,1
edward_dawson,new_earth,1
edward_nygma,burtonverse,1
edward_nygma,dc_animated_movie_universe,1
edward_nygma,gotham,1
edward_nygma,lego_batman,1
edward_o_brian,the_brave_and_the_bold,1
edward_pugliese,dakotaverse,1
edward_ruskin,prime_earth,1
edward_trane,new_earth,1
edward_walker,new_earth,1
edwardo_guzman,new_earth,1
edwin_alva,dakotaverse,1
edwin_gauss,arrowverse,1
eel_o_brian,earth_22,1
eel_o_brian,earth_one,1
eel_o_brian,earth_two,1
eel_o_brian,quality_universe,1
eel_o_brien,earth_twelve,1
egeria,dc_extended_universe,1
egeria,new_earth,1
egghead,batman_1966_tv_series,1
eirene,prime_earth,1
ekin_tzu,new_earth,1
el_dorado,earth_one,1
elaine_belloc,new_earth,1
elatha,prime_earth,1
eldon_peck,new_earth,1
eleanor_darhk,arrowverse,1
electrocutioner,dc_animated_movie_universe,1
electrocutioner_i,new_earth,1
element_dog,prime_earth,1
elephant_man,new_earth,1
elias,prime_earth,1
elijah_snow,wildstorm_universe,1
eliza_harmon,arrowverse,1
eliza_harmon,new_earth,1
elizabeth_chapel,new_earth,1
elizabeth_chapel,stargirl_tv_series,1
elizabeth_kane,arrowverse,1
elizabeth_kane,new_earth,1
elizabeth_kane,prime_earth,1
elizabeth_lawrence,new_earth,1
elizabeth_rowan,wildstorm_universe,1
ellen_collins,enigma,1
ellie_mae_skaggs,new_earth,1
elliot_patterson,doom_patrol_tv_series,1
elliot_taylor,creature_commandos_shorts,1
elliot_taylor,new_earth,1
elmo_the_dog,quality_universe,1
elvo,pre_zero_hour,1
elysion,earth_prime,1
elzere,prime_earth,1
ember,justice_league_action,1
emil_hamilton,new_earth,1
emil_lasalle,new_earth,1
emil_lasalle,prime_earth,1
emily_briggs,new_earth,1
emily_dinsmore_clone,smallville,1
emily_phan,arrowverse,1
emily_sung,flashpoint_timeline,1
emily_sung,prime_earth,1
emma_deropalis,prime_earth,1
emp_of_khera,wildstorm_universe,1
empathy,new_earth,1
empty_vee,wildstorm_universe,1
enchanthrax,prime_earth,1
enchantress,damned,1
enchantress,dc_extended_universe,1
enchantress,future_state,1
enchantress,prime_earth,1
engineer,wildstorm_universe,1
entropous,wildstorm_universe,1
envy_son_of_trigon,new_earth,1
enya_wazzo,new_earth,1
eobard_thawne,dc_universe_online,1
eobard_thawne,flashpoint_paradox,1
eobard_thawne,injustice,1
eobard_thawne,lego_batman,1
eobard_thawne,new_earth,1
eobard_thawne,once_and_future,1
eobard_thawne,prime_earth,1
eochaid_bres,new_earth,1
eon,new_earth,1
ephraim_newhouse,prime_earth,1
epione,dc_extended_universe,1
epione,new_earth,1
epiphany,new_earth,1
epoch,new_earth,1
epsilon,new_earth,1
equinox,new_earth,1
equinox,the_brave_and_the_bold,1
eradicator,booster_shot_future,1
eradicator,dc_animated_movie_universe,1
eradicator,new_earth,1
eradicator,prime_earth,1
eradicator_ii,prime_earth,1
erdammeru,antimatter_universe,1
erewhon,new_earth,1
eric_moran,prime_earth,1
eric_morden,doom_patrol_tv_series,1
eric_morden,new_earth,1
eric_strauss,new_earth,1
eric_summers,smallville,1
erica_moran,black_lightning_tv_series,1
erich_cross,new_earth,1
erich_thonius,new_earth,1
erifrats,teen_titans_go_tv_series,1
erik_drekken,prime_earth,1
erik_storn,new_earth,1
erin_bia_o_rourke_singh,atari_force,1
eris,harley_quinn_tv_series,1
eris,new_earth,1
eris,prime_earth,1
erndine_ze_da,earth_one,1
ernest_franklin,doom_patrol_tv_series,1
ernest_widdle,new_earth,1
ernesto_gograh,earth_abc,1
eros,new_earth,1
eros,the_brave_and_the_bold,1
erzulie,prime_earth,1
esi_jiwe,arrowverse,1
esperanza_chata,new_earth,1
esperanza_cruz,arrowverse,1
esperanza_garcia,arrowverse,1
essence,prime_earth,1
eternal_enemy,quality_universe,1
eterno_the_immortal,earth_one,1
ethan_avery,prime_earth,1
ethan_bennett,the_batman_tv_series,1
ethan_cobblepot,prime_earth,1
ethan_kramer,new_earth,1
ethel_lynn_niwtyn,pre_zero_hour,1
etienne_du_vipere,new_earth,1
etrigan,dc_legends,1
etrigan,dc_super_hero_girls,1
etrigan,dc_universe_online,1
etrigan,flashpoint_timeline,1
etrigan,injustice,1
etrigan,justice_league_action,1
etrigan,lego_batman,1
etrigan,new_earth,1
etrigan,prime_earth,1
etrigan,riddle_of_the_beast,1
etrigan,the_brave_and_the_bold,1
etrigan,the_doom_that_came_to_gotham,1
euboea,dc_extended_universe,1
euboea,new_earth,1
eudia,new_earth,1
eugene_choi,dc_extended_universe,1
eugene_choi,flashpoint_timeline,1
eugene_choi,prime_earth,1
euphor,earth_one,1
euryale,new_earth,1
eurybe,new_earth,1
eva_greer,smallville,1
evadne,wonder_woman_tv_series,1
evan_gallagher,smallville,1
evan_mcculloch,dceased,1
evan_mcculloch,new_earth,1
evan_mcculloch,the_brave_and_the_bold,1
evangeline_arbogast,new_earth,1
eve,lucifer_tv_series,1
eve,new_earth,1
eve,prime_earth,1
eve_aries,pre_zero_hour,1
eve_eden,earth_13,1
eve_eden,earth_four,1
eve_eden,new_earth,1
eve_ii,new_earth,1
evelyn_dent,earth_3,1
evil,earth_s,1
evil_star,filmation_adventures,1
evil_star,new_earth,1
evil_star,prime_earth,1
evil_star,the_brave_and_the_bold,1
evillo,pre_zero_hour,1
ewa_krinn,pre_zero_hour,1
ewald_olafsson,new_earth,1
exoristos,prime_earth,1
extremax,prime_earth,1
extremo,vibe_shorts,1
ezra_gill,new_earth,1
f_j_hoover,preacher_tv_series,1
face_ii,new_earth,1
faith,new_earth,1
fala,new_earth,1
falizia,new_earth,1
famine,earth_2,1
fang,teen_titans_tv_series,1
fang_zhifu,new_earth,1
fang_zhifu,prime_earth,1
fang_zhifu,the_brave_and_the_bold,1
faora,new_earth,1
faora,smallville,1
faora,superman_1988_tv_series,1
faora_hu_ul,earth_one,1
faora_hu_ul,new_earth,1
faora_hu_ul,prime_earth,1
faora_ul,dc_extended_universe,1
faraday_strong,earth_abc,1
farley_fairfax,earth_one,1
farley_fleeter,new_earth,1
farooq_gibran,arrowverse,1
farris_knight,dc_one_million,1
faruka,new_earth,1
faruka_ii,prime_earth,1
fastbak,new_earth,1
fastest_killer_alive,last_52_multiverse,1
father_sea,prime_earth,1
father_time,new_earth,1
father_time,prime_earth,1
fatima_ii,new_earth,1
fauna_faust,new_earth,1
fauna_faust,prime_earth,1
fausta_grables,wonder_woman_tv_series,1
fay_moffit,new_earth,1
feedback,prime_earth,1
fel_andar,new_earth,1
felicia,new_earth,1
felicity,new_earth,1
felina_furr,earth_c,1
felix_faust,arrowverse,1
felix_faust,dc_universe_online,1
felix_faust,dcau,1
felix_faust,justice_league_action,1
felix_faust,new_earth,1
felix_faust,prime_earth,1
felix_faust,super_friends,1
fell_andar,earth_one,1
female,the_boys,1
fennel,arrowverse,1
fer_gor,new_earth,1
ferdinand,dc_animated_movie_universe,1
ferdinand,prime_earth,1
ferrian,wildstorm_universe,1
fin,prime_earth,1
firebug,burtonverse,1
firehawk_ii,prime_earth,1
firestorm,justice_league_3,1
first_born,prime_earth,1
first_of_the_fallen,arrowverse,1
fisherman,new_earth,1
fixit,teen_titans_tv_series,1
flambe,dakotaverse,1
flamebird,new_earth,1
flamina,earth_two,1
flash,barry_allen,1
flash,earth_1,1
flash,earth_11,1
flash,teen_titans_tv_series,1
flash,turnabout_trap,1
flash,wally_west,1
flash_kid,tiny_titans,1
flex_mentallo,doom_patrol_tv_series,1
flex_mentallo,new_earth,1
flexi,prime_earth,1
flood,future_state,1
flood,prime_earth,1
flora_black,new_earth,1
flora_hershfeld,wildstorm_universe,1
flower_of_heaven,prime_earth,1
floyd_baracus,izombie_tv_series,1
floyd_belkin,legion_of_super_heroes_tv_series,1
floyd_belkin,post_rebirth,1
floyd_belkin,post_zero_hour,1
floyd_lawton,dceased,1
fluxus,new_earth,1
flying_fox,new_earth,1
forager,earth_16,1
forager,new_earth,1
forager,prime_earth,1
forager_ii,new_earth,1
foster_mcclane,wildstorm_universe,1
fox,the_batman_tv_series,1
fraidy_cat,imaginary_fiends,1
frances_kane,new_earth,1
frances_kane,prime_earth,1
francine_lee,new_earth,1
francine_march,dcau,1
francis_chandler,arrowverse,1
francis_grey,the_batman_tv_series,1
francis_stone,dcau,1
francisco_ramon,arrowverse,1
francisco_ramon,lego_batman,1
francisco_ramon,prime_earth,1
franco_bertinelli,prime_earth,1
frank_halloran,new_earth,1
frank_rayles,earth_one,1
frank_sharp,new_earth,1
frank_verrano,new_earth,1
frankenstein,lego_batman,1
frankenstein,new_earth,1
frankenstein,prime_earth,1
frankenstein_s_monster,fables,1
frankie_kane,arrowverse,1
freak,new_earth,1
fred_bentson,new_earth,1
fred_ghost_patrol,new_earth,1
fred_ghost_patrol,scooby_doo_team_up,1
frederick_danvers,earth_one,1
frederick_delamb,earth_16,1
frederick_delmar,new_earth,1
frederick_freeman,dc_extended_universe,1
frederick_freeman,dc_legends,1
frederick_freeman,dcau,1
frederick_freeman,earth_22,1
frederick_freeman,earth_5,1
frederick_freeman,earth_s,1
frederick_freeman,justice,1
frederick_freeman,kid_super_power_hour,1
frederick_freeman,magic_of_shazam,1
frederick_freeman,new_earth,1
frederick_freeman,prime_earth,1
frederick_freeman,tiny_titans,1
frederick_kominsky,ghostdancing,1
frederick_von_frankenstein,new_earth,1
frederick_von_frankenstein,superman_returns,1
fredrik_schlaus,earth_one,1
freight_train,new_earth,1
freyja,prime_earth,1
frida_novikov,arrowverse,1
frido_kelp,earth_one,1
frigga,prime_earth,1
fringe,new_earth,1
frog_prince,amethyst_shorts,1
frost,arrowverse,1
frost,dc_super_hero_girls,1
frostbite,new_earth,1
funyl,dakotaverse,1
furcifer,arrowverse,1
fury,prime_earth,1
g_hu,new_earth,1
g_nort,new_earth,1
g_nort,prime_earth,1
gabriel,constantine_movie,1
gabriel,new_earth,1
gabrielle_daou,earth_16,1
gabrielle_doe,new_earth,1
gaia_rothstein,wildstorm_universe,1
gail_force,new_earth,1
gaius_marcus,new_earth,1
gaius_publius,new_earth,1
galactic_golem,earth_one,1
galatea,dcau,1
galenthias,new_earth,1
galius_zed,new_earth,1
gall,prime_earth,1
gamesman,new_earth,1
gan_williams,new_earth,1
ganesh,new_earth,1
ganglios,pre_zero_hour,1
ganthet,new_earth,1
gar_el,legacy,1
gardner_grayle,new_earth,1
garfield_logan,dc_animated_movie_universe,1
garfield_logan,dc_legends,1
garfield_logan,dc_super_hero_girls,1
garfield_logan,dceased,1
garfield_logan,earth_1,1
garfield_logan,earth_16,1
garfield_logan,justice,1
garfield_logan,lego_batman,1
garfield_logan,new_earth,1
garfield_logan,prime_earth,1
garfield_logan,teen_titans_go_tv_series,1
garfield_logan,teen_titans_tv_series,1
garfield_logan,tiny_titans,1
garfield_logan,titans_tomorrow,1
garfield_logan,titans_tv_series,1
garn_daanuth,new_earth,1
garrett_sanford,new_earth,1
garrett_smythe,prime_earth,1
garridan_ranzz,pre_zero_hour,1
garryn_bek,new_earth,1
garth,dceased,1
garth,earth_1,1
garth,earth_16,1
garth,earth_21,1
garth,earth_22,1
garth,flashpoint_timeline,1
garth,justice,1
garth,new_earth,1
garth,prime_earth,1
garth,the_brave_and_the_bold,1
garth,tiny_titans,1
garth,titans_tv_series,1
garth_bernstein,dc_super_hero_girls_tv_series,1
garth_ranzz,dcau,1
garth_ranzz,earth_149,1
garth_ranzz,earth_prime,1
garth_ranzz,legion_of_super_heroes_tv_series,1
garth_ranzz,post_zero_hour,1
garth_ranzz,pre_zero_hour,1
garth_ranzz,smallville,1
garv,new_earth,1
gary_green,arrowverse,1
gary_johnson,earth_one,1
gary_lester,arrowverse,1
gary_watts,smallville,1
gaudium,new_earth,1
gavyn,dcau,1
gavyn,new_earth,1
gayle_marsh,new_earth,1
gayle_marsh,prime_earth,1
gehenna,new_earth,1
gem_antonelli,wildstorm_universe,1
gemini_de_mille,new_earth,1
gemini_de_mille,prime_earth,1
general_immortus,new_earth,1
general_immortus,teen_titans_tv_series,1
generic_man,new_earth,1
genji_sato,prime_earth,1
gennes,new_earth,1
genocide,new_earth,1
geoffrey_barron,new_earth,1
geoffrey_thibodeux,dcau,1
geoffrey_thibodeux,new_earth,1
geoffrey_thibodeux,prime_earth,1
george_calderon,new_earth,1
george_chance,earth_abc,1
george_harkness,dc_legends,1
george_harkness,dceased,1
george_harkness,prime_earth,1
george_sloan,new_earth,1
george_tweedle,new_earth,1
georgia_sivana,earth_5,1
gerald,prime_earth,1
gerald_zimmerman,new_earth,1
gerard_shugel,new_earth,1
gernsback,new_earth,1
gerome_mckenna,new_earth,1
gerri_brauer,dakotaverse,1
gertrude_cramp,doom_patrol_tv_series,1
ghost_fox_killer,new_earth,1
giganta,dcau,1
giganta,earth_one,1
giganta,justice,1
giganta,super_friends,1
giganta_ii,earth_two,1
gigantus,new_earth,1
gigorr,new_earth,1
gil_broome,green_lantern_animated_series,1
gillian_wahrman,new_earth,1
gilotina,earth_16,1
gilotina,new_earth,1
gilotina,prime_earth,1
gim_allon,earth_prime,1
gim_allon,legion_of_super_heroes_tv_series,1
gim_allon,post_rebirth,1
gim_allon,post_zero_hour,1
gim_allon,pre_zero_hour,1
giovanni_zatara,earth_16,1
giovanni_zatara,new_earth,1
gisa,new_earth,1
giselle_cutter,black_lightning_tv_series,1
giselle_smith,earth_prime,1
glaucus,prime_earth,1
gleek,prime_earth,1
gleek,super_friends,1
gleen,new_earth,1
glenda_mark,new_earth,1
glob_of_the_dreaming,prime_earth,1
gloria_mundi,dakotaverse,1
gloriana_tenebrae,new_earth,1
glorious_godfrey,dcau,1
glorious_godfrey,new_earth,1
glorith,pre_zero_hour,1
glorith_ii,pre_zero_hour,1
glory_griffin,prime_earth,1
gluttony_son_of_trigon,new_earth,1
glyder,superboy_tv_series,1
gmya_wazzo,pre_zero_hour,1
gnarrk,earth_one,1
gnarrk,new_earth,1
gnarrk,prime_earth,1
gnarrk,teen_titans_tv_series,1
gnill_opril,pre_zero_hour,1
gnomon,prime_earth,1
god,lucifer_tv_series,1
god,preacher,1
goddess,lucifer_tv_series,1
godspeed_iv,arrowverse,1
gog,earth_22,1
gog_i,new_earth,1
gold,metal_men_shorts,1
gold,new_earth,1
gold,prime_earth,1
gold_girl,new_earth,1
goldie_the_gargoyle,new_earth,1
goldilocks,new_earth,1
goldrush,prime_earth,1
gole,new_earth,1
golem_ii,new_earth,1
golgotha,new_earth,1
goliath,new_earth,1
goliath,prime_earth,1
gomorrah,new_earth,1
gonzo_the_mechanical_bastard,new_earth,1
goran,prime_earth,1
gordon_page,super_friends,1
gorgon,dcau,1
gorgon,earth_8,1
gorgon,new_earth,1
gorilla_grodd,dc_universe_online,1
gorilla_grodd,dcau,1
gorilla_grodd,justice,1
gorilla_grodd,justice_league_action,1
gorilla_grodd,new_earth,1
gorilla_grodd,scooby_doo_team_up,1
gorilla_grodd,super_friends,1
gorilla_grodd,the_brave_and_the_bold,1
gorilla_grodd,trapped_in_time,1
gork,earth_one,1
gorr,new_earth,1
goth,new_earth,1
gowt,prime_earth,1
grace_balin,injustice,1
grace_balin,new_earth,1
grace_choi,new_earth,1
graciel,prime_earth,1
graham_garrett,smallville,1
grail,lego_batman,1
grail,prime_earth,1
granch,new_earth,1
grandovic,earth_23,1
granite_janet,prime_earth,1
granny_goodness,earth_16,1
granny_goodness,harley_quinn_tv_series,1
granny_goodness,lego_batman,1
granny_goodness,new_earth,1
granny_goodness,prime_earth,1
granny_goodness,smallville,1
grant_emerson,new_earth,1
grant_halford,earth_abc,1
grant_wilson,new_earth,1
grava,pre_zero_hour,1
gray_lady,new_earth,1
gray_man_i,new_earth,1
gray_man_ii,new_earth,1
grayven,earth_16,1
grayven,new_earth,1
great_caesar,earth_ad,1
greed_son_of_trigon,new_earth,1
green_arrow,riddle_of_the_beast,1
green_dragon,earth_two,1
green_fairy,prime_earth,1
green_fury,powerless,1
green_lantern,earth_9,1
green_lantern,hal_jordan,1
green_man,new_earth,1
gregor_dosynski,new_earth,1
gregor_gregorovich,new_earth,1
gregori_arcane,new_earth,1
gregorio_de_la_vega,new_earth,1
gregorio_de_la_vega,prime_earth,1
gregory_arkin,smallville,1
grendel,new_earth,1
greta_hayes,earth_16,1
greta_hayes,new_earth,1
gretchen_mcdonald,wildstorm_universe,1
gretchen_winters,smallville,1
grev_mallor,pre_zero_hour,1
grid,injustice,1
grid,prime_earth,1
griffin_grey,arrowverse,1
griffin_grey,new_earth,1
grigori_tataryn,wildstorm_universe,1
grobyc,teen_titans_go_tv_series,1
grodd,arrowverse,1
grodd,earth_16,1
grodd,lego_batman,1
grodd,lego_dc_heroes,1
grodd_ii,prime_earth,1
grokk,new_earth,1
growler,new_earth,1
growley,quality_universe,1
grundette,prime_earth,1
grymm,prime_earth,1
gu_lao,new_earth,1
gudra,new_earth,1
gudra,prime_earth,1
guilt,new_earth,1
gundra,earth_two,1
gunther_ganz,earth_9,1
guppy,prime_earth,1
guy_gardner,future_state,1
guy_gardner,new_earth,1
guy_gardner,prime_earth,1
guy_masters,earth_one,1
gwendoline_harper,new_earth,1
h_el,prime_earth,1
h_i_v_e_queen,prime_earth,1
habib_bin_hassan,wildstorm_universe,1
hades,dcau,1
hades,future_state,1
hades,new_earth,1
hades,prime_earth,1
hadja,new_earth,1
hadrian,wildc_a_t_s_tv_series,1
hadru_jamik,pre_zero_hour,1
hagga,pre_zero_hour,1
hal_ferris,earth_11,1
hal_jordan,antimatter_universe,1
hal_jordan,dc_super_friends_web_series,1
hal_jordan,dc_super_hero_girls_tv_series,1
hal_jordan,dceased,1
hal_jordan,earth_1,1
hal_jordan,futures_end,1
hal_jordan,justice_league_3,1
hal_jordan,lego_batman,1
hal_jordan,lego_dc_heroes,1
hal_jordan,new_earth,1
haley_bloodlines,prime_earth,1
hallucinatra,new_earth,1
halo,angel_love,1
hamburger,earth_two,1
hamlin_rule,wonder_woman_tv_series,1
hank_hallmark,earth_36,1
hannibal_bates,arrowverse,1
hannibal_bates,new_earth,1
hannibal_hawkes,prime_earth,1
hannibal_white,dakotaverse,1
hannu,new_earth,1
hans_leckter,earth_8,1
hans_leckter,new_earth,1
hans_metis,new_earth,1
hardcore,new_earth,1
hardknox,new_earth,1
harlak,pre_zero_hour,1
harleen_quinzel,batman_vs_tmnt,1
harleen_quinzel,birds_of_prey,1
harleen_quinzel,dc_extended_universe,1
harleen_quinzel,dcau,1
harleen_quinzel,futures_end,1
harleen_quinzel,harley_quinn_tv_series,1
harleen_quinzel,new_earth,1
harleen_quinzel,prime_earth,1
harleen_quinzel,scooby_doo_team_up,1
harlequin_iv,new_earth,1
harmonia,the_brave_and_the_bold,1
harmonia_li,pre_zero_hour,1
harmony_of_khera,wildstorm_universe,1
harold_christos,new_earth,1
harold_cosgrove,wildstorm_universe,1
harold_jordan,new_earth,1
harold_jordan,prime_earth,1
harold_leit,lois_clark,1
harold_lewis,new_earth,1
harrier,new_earth,1
harris_d_ledbetter,new_earth,1
harrison_nash_wells,arrowverse,1
harrison_wells,arrowverse,1
harry_chawney,dakotaverse,1
harry_lovelace,earth_abc,1
harry_matthews,new_earth,1
harry_mcelhinney,earth_twelve,1
hart_druiter,legion_of_super_heroes_tv_series,1
hart_druiter,pre_zero_hour,1
hartley_rathaway,arrowverse,1
hartley_rathaway,new_earth,1
harvest,prime_earth,1
harvey_dent,earth_9,1
harvey_dent,lego_batman,1
harvey_dent,new_earth,1
harvey_dent,the_doom_that_came_to_gotham,1
hassan_i_sabbah,new_earth,1
hath_set,new_earth,1
hawkgirl,dc_super_hero_girls,1
hawkman,earth_22,1
hawley_griffin,league_of_extraordinary_gentlemen,1
hazel,prime_earth,1
headmaster,dakotaverse,1
heartiac,dc_one_million,1
heatstroke,prime_earth,1
heatstroke,thunder_lightning_shorts,1
heatwave,burtonverse,1
hecate,prime_earth,1
hector_hall,new_earth,1
hector_hammond,green_lantern_movie,1
hector_hammond,new_earth,1
hector_hornsby,superboy_tv_series,1
hector_lopez,earth_abc,1
hector_morales,wildstorm_universe,1
heinrich_henshaw,earth_1,1
heinrich_hester,wildstorm_universe,1
heinrich_melch,earth_two,1
heinrich_von_fuchs,doom_patrol_tv_series,1
helen,new_earth,1
helen_alexandros,earth_one,1
helen_shepherd,new_earth,1
helena_bertinelli,dceased,1
helena_bertinelli,prime_earth,1
helena_kosmatos,new_earth,1
helena_kyle,birds_of_prey,1
helena_sandsmark,new_earth,1
helena_wayne,earth_2,1
helene,new_earth,1
helene_astar,new_earth,1
helium,new_earth,1
helium,the_brave_and_the_bold,1
hellen,new_earth,1
hellene,new_earth,1
hellene,prime_earth,1
helspont,prime_earth,1
helspont,wildstorm_universe,1
hemo_goblin,new_earth,1
henchy,dc_legends,1
henry_bendix,wildstorm_universe,1
henry_bucher,new_earth,1
henry_clover_jr,prime_earth,1
henry_duke,wildstorm_universe,1
henry_hall,dcau,1
henry_hall,new_earth,1
henry_hall,prime_earth,1
henry_hayes,new_earth,1
