character,universe,n
kal_el,created_equal,1
kal_el,crisis_on_two_earths,1
kal_el,dc_animated_movie_universe,1
kal_el,dc_extended_universe,1
kal_el,dc_legends,1
kal_el,dc_one_million,1
kal_el,dc_super_hero_girls_tv_series,1
kal_el,dc_universe_online,1
kal_el,dcau,1
kal_el,dceased,1
kal_el,distant_fires,1
kal_el,donnerverse,1
kal_el,doom,1
kal_el,earth_1198,1
kal_el,earth_149,1
kal_el,earth_154,1
kal_el,earth_16,1
kal_el,earth_167,1
kal_el,earth_172,1
kal_el,earth_184,1
kal_el,earth_1863,1
kal_el,earth_1938,1
kal_el,earth_2,1
kal_el,earth_22,1
kal_el,earth_2_2,1
kal_el,earth_3,1
kal_el,earth_32,1
kal_el,earth_353,1
kal_el,earth_3839,1
kal_el,earth_395,1
kal_el,earth_399,1
kal_el,earth_423,1
kal_el,earth_5_8,1
kal_el,earth_d,1
kal_el,earth_one,1
kal_el,earth_prime,1
kal_el,earth_twenty_six,1
kal_el,filmation_adventures,1
kal_el,flashpoint_paradox,1
kal_el,flashpoint_timeline,1
kal_el,future_state,1
kal_el,futures_end,1
kal_el,holy_terror,1
kal_el,hush_beyond,1
kal_el,injustice,1
kal_el,justice,1
kal_el,justice_league_3,1
kal_el,krypto_the_superdog,1
kal_el,legion_of_super_heroes_tv_series,1
kal_el,lego_batman,1
kal_el,lego_dc_heroes,1
kal_el,lois_clark,1
kal_el,man_of_tomorrow,1
kal_el,new_earth,1
kal_el,pocket_universe,1
kal_el,return_of_black_adam,1
kal_el,riddle_of_the_beast,1
kal_el,shogun_of_steel,1
kal_el,smallville,1
kal_el,smallville_earth_2,1
kal_el,son_of_superman,1
kal_el,speeding_bullets,1
kal_el,strange_visitor,1
kal_el,super_friends,1
kal_el,super_seven,1
kal_el,super_sons,1
kal_el,superboy_s_legion,1
kal_el,superboy_tv_series,1
kal_el,superman_1988_tv_series,1
kal_el,superman_batman,1
kal_el,superman_inc,1
kal_el,superman_returns,1
kal_el,superman_serials,1
kal_el,superman_smashes_the_klan,1
kal_el,tales_of_metropolis_shorts,1
kal_el,terra_occulta,1
kal_el,the_adventures_of_superboy_1961_pilot,1
kal_el,the_batman_tv_series,1
kal_el,the_brave_and_the_bold,1
kal_el,the_nail,1
kal_el,the_new_order,1
kal_el,tiny_titans,1
kal_el,titans_tomorrow,1
kal_el,trapped_in_time,1
kal_el,unbound,1
kal_el,world_without_young_justice,1
kal_el_clone,lois_clark,1
kal_el_jr,earth_154,1
kal_il,earth_3,1
kal_kent,dc_one_million,1
kal_l,earth_2,1
kal_l,earth_21,1
kal_l,earth_3,1
kal_l,earth_two,1
kaland_r,prime_earth,1
kaldur_ahm,earth_16,1
kaldur_ahm,new_earth,1
kaldur_ahm,teen_titans_tv_series,1
kaleeza_fashed,new_earth,1
kalel,earth_23,1
kali_kak,dakotaverse,1
kalibak,dcau,1
kalibak,earth_1198,1
kalibak,earth_16,1
kalibak,injustice,1
kalibak,lego_batman,1
kalibak,new_earth,1
kalibak,prime_earth,1
kalibak,super_friends,1
kaliber,prime_earth,1
kaliber_ii,new_earth,1
kalista,new_earth,1
kalista,prime_earth,1
kalisto,prime_earth,1
kana,earth_one,1
kana,electric_warriors,1
kancer,new_earth,1
kani,prime_earth,1
kanjar_ro,new_earth,1
kanjar_ro,scooby_doo_team_up,1
kara,earth_1_98,1
kara,earth_d,1
kara,smallville,1
kara_in_ze,dcau,1
kara_jor_el,ame_comi,1
kara_ken,earth_one,1
kara_kent,earth_3839,1
kara_zor_el,ame_comi,1
kara_zor_el,being_super,1
kara_zor_el,celebration,1
kara_zor_el,dc_bombshells,1
kara_zor_el,dc_extended_universe,1
kara_zor_el,dc_legends,1
kara_zor_el,dc_super_hero_girls,1
kara_zor_el,dc_super_hero_girls_tv_series,1
kara_zor_el,dc_unchained,1
kara_zor_el,dceased,1
kara_zor_el,donnerverse,1
kara_zor_el,earth_149,1
kara_zor_el,earth_162,1
kara_zor_el,earth_167,1
kara_zor_el,earth_2,1
kara_zor_el,earth_22,1
kara_zor_el,earth_31,1
kara_zor_el,earth_332,1
kara_zor_el,earth_423,1
kara_zor_el,earth_91,1
kara_zor_el,earth_nineteen,1
kara_zor_el,earth_one,1
kara_zor_el,future_state,1
kara_zor_el,futures_end,1
kara_zor_el,gotham_city_garage,1
kara_zor_el,injustice,1
kara_zor_el,justice,1
kara_zor_el,justice_league_3,1
kara_zor_el,justice_league_action,1
kara_zor_el,last_daughters,1
kara_zor_el,last_knight_on_earth,1
kara_zor_el,lego_batman,1
kara_zor_el,lego_dc_heroes,1
kara_zor_el,li_l_leaguers,1
kara_zor_el,new_earth,1
kara_zor_el,prime_earth,1
kara_zor_el,scooby_doo_team_up,1
kara_zor_el,scribblenauts,1
kara_zor_el,smallville,1
kara_zor_el,super_best_friends_forever,1
kara_zor_el,super_friends,1
kara_zor_el,super_pets,1
kara_zor_el,superman_batman,1
kara_zor_el,tiny_titans,1
kara_zor_el,titans_tomorrow,1
kara_zor_el,unbound,1
kara_zor_el_clone,dc_bombshells,1
kara_zor_el_clone,earth_one,1
kara_zor_l,created_equal,1
kara_zor_l,earth_2,1
kara_zor_l,earth_21,1
kara_zor_l,earth_22,1
kara_zor_l,earth_two,1
kara_zor_l,lego_batman,1
karabas,arrowverse,1
karak,earth_six,1
karaqan,prime_earth,1
karathen,dc_extended_universe,1
karb_brak,earth_one,1
kardos,earth_two,1
karel_wotan,earth_2,1
karen_beecher,dc_bombshells,1
karen_beecher,dc_super_hero_girls,1
karen_beecher,dc_super_hero_girls_tv_series,1
karen_beecher,earth_16,1
karen_beecher,new_earth,1
karen_beecher,prime_earth,1
karen_beecher,tiny_titans,1
karen_beecher,titans_tomorrow,1
karen_clancy,earth_one,1
karen_lou_faulkner,new_earth,1
karen_starr,the_brave_and_the_bold,1
kari_limbo,new_earth,1
karin_grace,prime_earth,1
karl_hansen,wildstorm_universe,1
karmak,new_earth,1
karna,new_earth,1
karras,new_earth,1
karras,teen_titans_go_tv_series,1
karshon,dcau,1
karshon,new_earth,1
karshon,prime_earth,1
karshon,the_brave_and_the_bold,1
karsta_wor_ul,new_earth,1
katar_hol,dc_animated_movie_universe,1
katar_hol,dcau,1
katar_hol,earth_16,1
katar_hol,earth_one,1
katar_hol,injustice,1
katar_hol,justice,1
katar_hol,lego_batman,1
katar_hol,new_earth,1
katar_hol,prime_earth,1
katar_hol,riddle_of_the_beast,1
katar_hol,scooby_doo_team_up,1
katar_johnson,earth_18,1
kate_godwin,new_earth,1
katherine_kane,dceased,1
katherine_kane,injustice,1
katherine_kane,prime_earth,1
katherine_karlo,prime_earth,1
katherine_manser,new_earth,1
katherine_manser,prime_earth,1
katherine_spencer,new_earth,1
kathy_branden,prime_earth,1
katie_randles,prime_earth,1
katrina_krieger,new_earth,1
kay_challis,doom_patrol_tv_series,1
kay_challis,new_earth,1
kay_challis,prime_earth,1
keeg_bovo,prime_earth,1
kefong,wildstorm_universe,1
keith_kenyon,new_earth,1
kekona,new_earth,1
kel_gand,new_earth,1
kelex,new_earth,1
kelex,prime_earth,1
keli_quintela,prime_earth,1
kell_el,legion_of_super_heroes_tv_series,1
kell_mossa,pre_crisis,1
kelor,dc_extended_universe,1
kelor,new_earth,1
kelvin_mao,new_earth,1
ken_ondaate,prime_earth,1
kendra_munoz_saunders,earth_2,1
kendra_saunders,arrowverse,1
kendra_saunders,new_earth,1
kendra_saunders,prime_earth,1
kenesha_of_khera,wildstorm_universe,1
kenneth_anderson,earth_one,1
kenneth_braverman,new_earth,1
kent_allard,earth_22,1
kent_allard,earth_one,1
kent_connor,new_earth,1
kent_nelson,dc_legends,1
kent_nelson,dcau,1
kent_nelson,earth_16,1
kent_nelson,earth_2,1
kent_nelson,earth_21,1
kent_nelson,injustice,1
kent_nelson,lego_batman,1
kent_nelson,new_earth,1
kent_nelson,prime_earth,1
kent_nelson,smallville,1
kent_thurston,new_earth,1
kent_thurston,quality_universe,1
kent_v_nelson,new_earth,1
kentclark,dark_multiverse,1
kerry_astin,new_earth,1
kestrel,new_earth,1
kevin_emils,wildstorm_universe,1
kevin_franklin,dakotaverse,1
kevin_grady,smallville,1
kevin_kho,prime_earth,1
kevin_sack,wildstorm_universe,1
kevin_trueblood,wildstorm_universe,1
key,new_earth,1
khalid_nassour,future_state,1
khalid_nassour,prime_earth,1
khalil_payne,black_lightning_tv_series,1
khea_taramka,new_earth,1
khem_adam,arrowverse,1
khfeurb_chee_bez,pre_zero_hour,1
kho_gharda,electric_warriors,1
khyrana,new_earth,1
kid_apollo,authoriteens,1
kid_kon_el,earth_18,1
kieron_masterson,new_earth,1
kilg_re,new_earth,1
kilg_re,prime_earth,1
kill,prime_earth,1
killa,new_earth,1
killbox,prime_earth,1
killer_croc,dcau,1
killer_croc,riddle_of_the_beast,1
killer_wasp,new_earth,1
killg_re,teen_titans_go_tv_series,1
kilowatt,new_teen_titans_shorts,1
kilowog,dcau,1
kilowog,lego_batman,1
kilowog,new_earth,1
kim_kimura,new_earth,1
kim_rebecki,new_earth,1
kim_s_skind,wildstorm_universe,1
kimberly_rebecki,prime_earth,1
kimiyo_hoshi,arrowverse,1
kimiyo_hoshi,dc_bombshells,1
kimiyo_hoshi,dcau,1
kimiyo_hoshi,new_earth,1
kimiyo_hoshi,prime_earth,1
kimon_tanaka,new_earth,1
king_chimera,new_earth,1
king_cobra,dcau,1
king_faraday,prime_earth,1
king_killer,quality_universe,1
king_voxv,pre_zero_hour,1
kiran_singh,new_earth,1
kiran_singh,prime_earth,1
kiriazis,new_earth,1
kirk_depaul,new_earth,1
kirk_langstrom,arkhamverse,1
kirk_langstrom,dc_legends,1
kirk_langstrom,dcau,1
kirk_langstrom,gods_and_monsters,1
kirk_langstrom,prime_earth,1
kirk_quentin,prime_earth,1
kirt_niedrigh,pre_zero_hour,1
kizo,earth_two,1
klar_ken_t5477,earth_one,1
klarienne,earth_11,1
klarion_bleak,new_earth,1
klarion_bleak,prime_earth,1
klarion_bleak,scooby_doo_team_up,1
klarn_arg,new_earth,1
klarn_arg,prime_earth,1
klaus_kristin,earth_one,1
klaus_mensa,lois_clark,1
klaus_starr,preacher_tv_series,1
klo,new_earth,1
knockout,dc_animated_movie_universe,1
knockout,new_earth,1
knockout,prime_earth,1
knor_el,earth_2,1
know_man,new_earth,1
kole,earth_1,1
kole,teen_titans_tv_series,1
kole_weathers,new_earth,1
komand_r,new_earth,1
komand_r,new_teen_titans_shorts,1
komand_r,prime_earth,1
komand_r,teen_titans_tv_series,1
komand_r,the_brave_and_the_bold,1
komand_r,tiny_titans,1
komand_r,titans_tv_series,1
kon,earth_395,1
kon_el,dc_legends,1
kon_el,future_state,1
kon_el,futures_end,1
kon_el,hyper_tension,1
kon_el,new_earth,1
kon_el,prime_earth,1
kon_el,tiny_titans,1
kon_el,titans_tomorrow,1
kon_el_clone,titans_tomorrow,1
kondor,new_earth,1
kong_kenan,prime_earth,1
koriand_r,dc_animated_movie_universe,1
koriand_r,dc_super_hero_girls,1
koriand_r,dcau,1
koriand_r,earth_1,1
koriand_r,earth_1_98,1
koriand_r,earth_22,1
koriand_r,flashpoint_timeline,1
koriand_r,new_earth,1
koriand_r,prime_earth,1
koriand_r,teen_titans_go_tv_series,1
koriand_r,the_new_order,1
koriand_r,tiny_titans,1
koriand_r,titans_tv_series,1
kort_grezz,pre_zero_hour,1
koryak,new_earth,1
kossak_the_slaver,new_earth,1
koth,new_earth,1
kragger,dcau,1
kraken,earth_one,1
kraken,new_earth,1
kral,earth_one,1
krall,teen_titans_tv_series,1
krisma,new_earth,1
kritter,new_earth,1
kroc,tiny_titans,1
krogg,earth_one,1
krona,new_earth,1
krona,prime_earth,1
kru_el,new_earth,1
kru_ll,the_brave_and_the_bold,1
kryb,new_earth,1
krydel_4,new_earth,1
krypto,dc_super_hero_girls_tv_series,1
krypto,dc_universe_online,1
krypto,dcau,1
krypto,filmation_adventures,1
krypto,flashpoint_timeline,1
krypto,injustice,1
krypto,justice_league_action,1
krypto,krypto_the_superdog,1
krypto,prime_earth,1
krypto,super_pets,1
krypto,tiny_titans,1
krypto,titans_tv_series,1
kryptonite_kid,earth_one,1
kuasa,arrowverse,1
kuat,future_state,1
kuei,new_earth,1
kulak,new_earth,1
kulak,prime_earth,1
kulak,scooby_doo_team_up,1
kumungwe,prime_earth,1
kurt_ryder,amalgam_universe,1
kyd_wykkyd,teen_titans_tv_series,1
kyla_willowbrook,smallville,1
kyle_abbot,new_earth,1
kyle_cushing,arrowverse,1
kyle_rayner,dcau,1
kyle_rayner,new_earth,1
kyle_tippet,smallville,1
kyra_arg,prime_earth,1
l_call,prime_earth,1
l_ron,earth_16,1
l_ron,new_earth,1
la_gaan,earth_16,1
la_salamanca,new_earth,1
la_sangre,prime_earth,1
lady_amethyst,new_earth,1
lady_aquamarine,new_earth,1
lady_charis,wildstorm_universe,1
lady_emerald,new_earth,1
lady_emerald_i,new_earth,1
lady_flash,earth_33,1
lady_liberty,new_earth,1
lady_moonstone,new_earth,1
lady_quark,earth_48,1
lady_sapphire,new_earth,1
lady_styx,new_earth,1
lady_turquoise,new_earth,1
lady_weeds,prime_earth,1
lady_zand,new_earth,1
laevar_bolto,pre_zero_hour,1
lagoon_boy,new_earth,1
lagoon_boy,prime_earth,1
lagoon_boy,tiny_titans,1
lalo_muldron,pre_zero_hour,1
lamashtu,arrowverse,1
lambien,new_earth,1
lammia,prime_earth,1
lamplight,wildstorm_universe,1
lamprey,prime_earth,1
lana_jensen,new_earth,1
lana_kurree,earth_two,1
lana_lang,earth_3839,1
lana_lang,earth_one,1
lana_lang,earth_twenty_six,1
lana_lang,prime_earth,1
lana_lang,smallville,1
lance_gallant,new_earth,1
lance_gallant,prime_earth,1
lance_gallant,quality_universe,1
langford_terrill,new_earth,1
langford_terrill,the_brave_and_the_bold,1
lapetus,prime_earth,1
lar_gand,earth_prime,1
lar_gand,post_zero_hour,1
lar_gand,pre_zero_hour,1
lar_on,prime_earth,1
lara,earth_23,1
lara,earth_31,1
lara,earth_two,1
lara,tiny_titans,1
lara_lane_kent,injustice,1
lara_lor_van,lois_clark,1
larfleeze,lego_batman,1
larfleeze,prime_earth,1
laris,new_earth,1
larra,new_earth,1
larry_wilton,just_imagine,1
lartys,new_earth,1
larva_m319,teen_titans_tv_series,1
larvox,earth_5_8,1
larvox,new_earth,1
larvox,the_nail,1
lashawn_baez,new_earth,1
lashawn_baez,prime_earth,1
lashina,earth_16,1
lashina,new_earth,1
lashina,prime_earth,1
latavious_johnson,black_lightning_tv_series,1
lattea,new_earth,1
laura_de_mille,new_earth,1
laura_kent,celebration,1
laura_klein,new_earth,1
laura_neilsen,new_earth,1
laura_washington,arrowverse,1
laurel_gand,post_zero_hour,1
laurel_gand,pre_zero_hour,1
laurel_hedare,catwoman,1
laurel_kent,earth_11,1
laurel_kent,pre_zero_hour,1
lauren_pennington,wildstorm_universe,1
lava_lord,new_earth,1
lawrence_bolatinsky,new_earth,1
lawrence_trainor,doom_patrol_shorts,1
lawrence_trainor,doom_patrol_tv_series,1
lawrence_trainor,justice,1
lawrence_trainor,new_earth,1
lawrence_trainor,prime_earth,1
lawrence_trainor,time_in_goliath,1
lawrence_trapp,harley_quinn_tv_series,1
lazarus_lane,new_earth,1
lea_corben,new_earth,1
lea_lindy,earth_one,1
lead,justice,1
lead,metal_men_shorts,1
lead,new_earth,1
lead,prime_earth,1
lead_girl,new_earth,1
leah_wasserman,new_earth,1
leander,new_earth,1
leander_brent,new_earth,1
leander_brent,prime_earth,1
leash,prime_earth,1
lee_hyland,new_earth,1
lee_hyland,prime_earth,1
legion,new_earth,1
lena_luthor,earth_one,1
lena_luthor_ii,new_earth,1
lennox,prime_earth,1
leon_carver,wildstorm_universe,1
leon_zeiko,earth_1,1
leona_terrell,wildstorm_universe,1
leonard_fiasco,prime_earth,1
leonard_lewis,just_imagine,1
leonard_smalls,earth_16,1
leonard_smalls_jr,dakotaverse,1
leonard_snart,dc_universe_online,1
leonard_snart,dceased,1
leonard_snart,prime_earth,1
leonid_kovar,new_earth,1
leonid_kovar,prime_earth,1
leonid_kovar,teen_titans_tv_series,1
leron,prime_earth,1
leroy,new_earth,1
leroy_merkyn,new_earth,1
lesla_lar,earth_one,1
leslie_thompkins,gotham,1
leslie_willis,dcau,1
leslie_willis,earth_16,1
leslie_willis,lego_batman,1
leslie_willis,new_earth,1
leslie_willis,prime_earth,1
leslie_willis,smallville,1
lester_buchinsky,arkhamverse,1
lester_buchinsky,dcau,1
lester_buchinsky,new_earth,1
lester_colt,new_earth,1
letifos,new_earth,1
levon_patch,izombie_tv_series,1
lex_el,earth_23,1
lex_luthor,dcau,1
lex_luthor,earth_167,1
lex_luthor,justice_league_action,1
lex_luthor,the_batman_tv_series,1
lia_nelson,earth_9,1
liam_james,prime_earth,1
liam_mchugh,new_earth,1
liam_mendoza,wildstorm_universe,1
liang_xih_k_ai,new_earth,1
lianna,new_earth,1
life_entity,prime_earth,1
light,prime_earth,1
lightray,prime_earth,1
lightweaver,prime_earth,1
lilith_clay,new_earth,1
lilith_clay,prime_earth,1
lilith_demon,new_earth,1
lilith_demon,prime_earth,1
lillie_heyday,earth_two,1
lilo,all_star_superman,1
lime,prime_earth,1
linda_danvers,new_earth,1
linda_friitawa,new_earth,1
linda_lake,smallville,1
linda_park,earth_32,1
linda_strauss,new_earth,1
lindsay_wah,new_earth,1
linnya_wazzo,prime_earth,1
linton_midnite,arrowverse,1
linton_midnite,new_earth,1
lion_mane,prime_earth,1
lionel_luthor,smallville,1
liri_lee,new_earth,1
lisa_kent,earth_91,1
lisa_morel,earth_one,1
lisa_snart,lego_batman,1
lisa_snart,prime_earth,1
liseth_vok,prime_earth,1
lisly_bonner,prime_earth,1
lithium,prime_earth,1
little_barda,new_earth,1
liv_aberdine,arrowverse,1
lobo,attack_of_the_o_squad,1
lobo,batman_lobo,1
lobo,dcau,1
lobo,earth_16,1
lobo,justice_league_action,1
lobo,lego_batman,1
lobo,man_of_tomorrow,1
lobo,new_earth,1
lobo,prime_earth,1
lobo,the_brave_and_the_bold,1
lobo_ii,prime_earth,1
lobo_the_duck,amalgam_universe,1
locus,justice_league_3,1
logan_wayne,amalgam_universe,1
lois_lane,earth_2,1
lois_lane,earth_3,1
lois_lane,earth_forty_seven,1
lois_lane,lois_clark,1
lois_lane,lois_lane_s_super_dream,1
lois_lane,new_earth,1
lois_lane,prime_earth,1
loki,new_earth,1
loki_ii,new_earth,1
lola_dent,earth_9,1
loma_shade,prime_earth,1
long_shadow,dcau,1
lonna_leing,post_zero_hour,1
lonocelu_ospho,new_earth,1
loo,new_earth,1
loose_cannon,prime_earth,1
lor_zod,new_earth,1
lor_zod,prime_earth,1
lor_zod,tiny_titans,1
lord_amethyst,new_earth,1
lord_aquamarine,new_earth,1
lord_beast,fables,1
lord_beyond_the_void,prime_earth,1
lord_diamond,new_earth,1
lord_emerald,new_earth,1
lord_garnet,new_earth,1
lord_havok,earth_8,1
lord_havok,new_earth,1
lord_malvolio,new_earth,1
lord_moonstone,new_earth,1
lord_ruby,new_earth,1
lord_topaz,new_earth,1
lord_volt,earth_48,1
lorena_marquez,earth_16,1
lorena_marquez,new_earth,1
lorena_marquez,titans_tomorrow,1
lori_lemaris,earth_one,1
lori_lemaris,new_earth,1
lori_luthor,new_earth,1
lori_zechlin,new_earth,1
lori_zechlin,prime_earth,1
lorraine_reilly,new_earth,1
lotion_the_cat,prime_earth,1
louis_dubois,earth_one,1
louis_martin,new_earth,1
louise_lincoln,arkhamverse,1
louise_lincoln,harley_quinn_tv_series,1
louise_lincoln,lego_batman,1
louise_lincoln,new_earth,1
louise_lincoln,prime_earth,1
lourdes_lucero,new_earth,1
luand_r,new_earth,1
lucas_carr,new_earth,1
lucas_fox,arrowverse,1
lucas_trent,the_wild_storm,1
lucia_hyde,prime_earth,1
lucien,new_earth,1
lucien,prime_earth,1
lucien_gates,prime_earth,1
lucifer_morningstar,lucifer_tv_series,1
lucifer_morningstar,new_earth,1
lucifer_morningstar,prime_earth,1
lucinda_radama,just_imagine,1
lucius_funk,new_earth,1
lucius_reynolds,prime_earth,1
lucy,wildstorm_universe,1
lucy_and_ethel_the_hyenas,dc_super_hero_girls_tv_series,1
lucy_arrows,wildstorm_universe,1
lucy_lane,new_earth,1
luftwaffe,new_earth,1
luke_mcdunnagh,injustice,1
luke_o_brian,earth_22,1
luke_o_brian,new_earth,1
luke_o_brian,prime_earth,1
luma_lynai,earth_one,1
lumi,fables,1
lump,new_earth,1
lunkhead,beware_the_batman,1
luornu_durgo,batman_1966_tv_series,1
luornu_durgo,dcau,1
luornu_durgo,earth_prime,1
luornu_durgo,future_state,1
luornu_durgo,legion_of_super_heroes_tv_series,1
luornu_durgo,post_rebirth,1
luornu_durgo,post_zero_hour,1
luornu_durgo,pre_zero_hour,1
lupek,new_earth,1
lurlan_dupo,new_earth,1
lust_son_of_trigon,new_earth,1
lutessa_luthor,smallville,1
luthor_el,earth_3,1
lx_15,smallville,1
lyana,new_earth,1
lycus,new_earth,1
lydda_jath,earth_forty_seven,1
lydda_jath,earth_prime,1
lydda_jath,pre_zero_hour,1
lydea_mallor,new_earth,1
lydia,new_earth,1
lyla,new_earth,1
lyla_michaels,arrowverse,1
lyla_michaels,pre_crisis,1
lyla_michaels,superman_batman,1
lyle_norg,dcau,1
lyle_norg,earth_prime,1
lyle_norg,post_zero_hour,1
lyle_norg,pre_zero_hour,1
lynn_stewart,black_lightning_tv_series,1
lynx_ii,new_earth,1
lyrissa_mallor,new_earth,1
lyssa_drak,new_earth,1
lyssa_drak,prime_earth,1
m1dn1ght,prime_earth,1
m_bulaze,new_earth,1
m_bulaze,super_friends,1
m_comm_m_orzz,earth_16,1
m_gann_m_orzz,dc_legends,1
m_gann_m_orzz,dc_super_hero_girls,1
m_gann_m_orzz,earth_16,1
m_gann_m_orzz,lego_batman,1
m_gann_m_orzz,new_earth,1
m_gann_m_orzz,prime_earth,1
m_gann_m_orzz,smallville,1
m_gann_m_orzz,the_new_order,1
m_gann_m_orzz,tiny_titans,1
m_gann_m_orzz,titans_tomorrow,1
m_nagalah,new_earth,1
m_r_r,feral_man_of_steel,1
m_yri_ah,crisis_on_two_earths,1
m_yri_ah,dcau,1
m_yri_ah,the_brave_and_the_bold,1
m_yri_ah_j_onzz,dc_legends,1
m_yri_ah_j_onzz,new_earth,1
m_yri_ah_j_onzz,prime_earth,1
m_yri_ah_j_onzz,smallville,1
m_yrnn_j_onzz,new_earth,1
ma_alefa_ak,prime_earth,1
ma_alefa_ak_j_onzz,doom,1
ma_alefa_ak_j_onzz,new_earth,1
maaldor,earth_one,1
maash,new_earth,1
macaria,new_earth,1
mace_gardner,new_earth,1
mad_harriet,new_earth,1
mad_harriet,prime_earth,1
madame_banshee,amalgam_universe,1
madame_langrock,prime_earth,1
madame_rouge,teen_titans_tv_series,1
madame_xanadu,just_imagine,1
maddie_van_horn,smallville,1
maddy,fables,1
madeleine_arbogast,new_earth,1
maelstrom,new_earth,1
maelstrom,prime_earth,1
maeve,warbringer,1
magaan_van_n,new_earth,1
magala,new_earth,1
magda,new_earth,1
maggie,prime_earth,1
maggie_mxyzptlk,new_earth,1
magnar,new_earth,1
magnesium,prime_earth,1
magnificus_sivana,earth_5,1
magog,earth_22,1
magus,prime_earth,1
mai_miyazaki,new_earth,1
maia,new_earth,1
majestrate,wildstorm_universe,1
majestros,wildstorm_universe,1
majistra,new_earth,1
majistra,prime_earth,1
mala,earth_1,1
mala,earth_one,1
mala,earth_two,1
mala,new_earth,1
mala_ii,earth_two,1
mala_of_bana_mighdall,new_earth,1
malcolm_duncan,new_earth,1
malcolm_duncan,prime_earth,1
malcolm_king,wildstorm_universe,1
malcolm_merlyn,arrowverse,1
malcolm_thawne,new_earth,1
malhedron,prime_earth,1
mallah,earth_16,1
mallah,new_earth,1
mallah,prime_earth,1
malleus,dakotaverse,1
malware,prime_earth,1
mama_bear,fables,1
mama_leone,izombie_tv_series,1
mamaragan,prime_earth,1
mammon,constantine_movie,1
mammoth_mutt,krypto_the_superdog,1
man_o_war,new_earth,1
manann_n_mac_lir,prime_earth,1
manchester_black,new_earth,1
manchester_black,prime_earth,1
manchester_black,superman_vs_the_elite,1
manco_capac,just_imagine,1
mandred,new_earth,1
manga_khan,new_earth,1
mangar_kunjer_kunja,prime_earth,1
manitou_dawn,new_earth,1
manitou_raven,new_earth,1
manlius,earth_two,1
manno,earth_124_1,1
manny,arrowverse,1
manny,doom_patrol_tv_series,1
mano,dcau,1
mano,legion_of_super_heroes_tv_series,1
mano,post_zero_hour,1
mano,pre_zero_hour,1
mano,scooby_doo_team_up,1
mantis,dcau,1
mantis,new_earth,1
manuel_lago,prime_earth,1
mar_i_grayson,earth_22,1
mar_novu,arrowverse,1
mar_novu,sixth_dimension,1
marak_russen,pre_zero_hour,1
marauder_ii,new_earth,1
marc_slayton,wildstorm_universe,1
marcello_panetti,arrowverse,1
marchosias,arrowverse,1
marcia_hargis,new_earth,1
marco_mardon,prime_earth,1
marcus_aelius,new_earth,1
marcus_bishop,black_lightning_tv_series,1
marcus_robbins,earth_1,1
marcus_tiberius,new_earth,1
marcy,izombie_tv_series,1
mareena,dcau,1
margaret_pye,injustice,1
margaret_pye,prime_earth,1
margaret_sorrow,beware_the_batman,1
margo_webster,quality_universe,1
margot,arrowverse,1
margot_montgomery,justice_league_action,1
marguerita_covas,new_earth,1
mari,dc_bombshells,1
mari_mccabe,arrowverse,1
mari_mccabe,dcau,1
mari_mccabe,lego_batman,1
mari_mccabe,new_earth,1
mari_mccabe,prime_earth,1
maria_constantine,vertigo_universe,1
maria_de_guzman,impact,1
maria_mendoza,just_imagine,1
maria_salvaje,prime_earth,1
marian_drews,white_knight,1
marid,prime_earth,1
marie_l_angell,preacher,1
marie_logan,earth_16,1
marij_n_bek,new_earth,1
mario_calvi,gotham,1
marita,new_earth,1
maritza_blackbird,wildstorm_universe,1
marius_dimeter,new_earth,1
mark_antaeus,new_earth,1
mark_blaine,arrowverse,1
mark_desmond,dcau,1
mark_desmond,new_earth,1
mark_desmond,prime_earth,1
mark_desmond,the_brave_and_the_bold,1
mark_mardon,new_earth,1
mark_moonrider,new_earth,1
mark_richards,new_earth,1
mark_richards,prime_earth,1
mark_shaw,new_earth,1
mark_shaw,prime_earth,1
markot_five,new_earth,1
markus_clay,new_earth,1
marlene_simmonds,new_earth,1
marlene_simmonds,prime_earth,1
marshal,earth_one,1
marta,new_earth,1
martha_roberts,earth_1,1
martha_roberts,new_earth,1
martha_roberts,quality_universe,1
martin_allard,new_earth,1
martin_berger,dakotaverse,1
martin_scaponi,dakotaverse,1
martin_stein,arrowverse,1
martin_stein,earth_3,1
martin_stein,justice_league_action,1
martin_stein,last_christmas,1
martin_stein,new_earth,1
martin_van_wyck,new_earth,1
martina_dementieva,prime_earth,1
marto,quality_universe,1
marva_psycho,earth_two,1
marvin_noronsa,new_earth,1
mary_batson,dcau,1
mary_batson,earth_22,1
mary_batson,earth_5,1
mary_batson,earth_s,1
mary_batson,justice,1
mary_batson,kid_super_power_hour,1
mary_batson,magic_of_shazam,1
mary_batson,new_earth,1
mary_batson,tiny_titans,1
mary_bromfield,dc_extended_universe,1
mary_bromfield,prime_earth,1
mary_martin,arrowverse,1
mary_martin,new_earth,1
mary_maxwell,just_imagine,1
mary_michaels,dcau,1
mary_michaels,futures_end,1
mary_pierson,smallville,1
mary_seward,new_earth,1
mary_seward,prime_earth,1
mary_tanner,new_earth,1
mary_turner,prime_earth,1
mary_worth,prime_earth,1
marya,earth_two,1
marya_pai,pre_zero_hour,1
mas_y_menos,new_earth,1
mas_y_menos,new_teen_titans_shorts,1
mas_y_menos,teen_titans_go_tv_series,1
