character,universe,gender
raven_roth,ame_comi,female
razerkut,new_earth,female
razorburn,new_earth,male
reno_bryce,wildc_a_t_s_tv_series,male
rhonda_ricoh,prime_earth,female
richard_grayson,earth_43,male
rigen_kale,prime_earth,male
risa_del_toro,bite_club,female
robert_duvale,wildstorm_universe,male
robert_langstrom,lil_gotham,male
robin,earth_43,male
roderick,new_earth,male
rover_the_werewolf,earth_one,male
rudolph_jones,man_of_tomorrow,male
ruskoff,prime_earth,male
samantha_voz,new_earth,female
sardor,wonder_woman_tv_series,male
satan,preacher,male
satanus,new_earth,male
savitar,arrowverse,male
scale_skin_man,gotham,male
scandal_savage,dc_animated_movie_universe,female
scarlet_vampire,earth_s,male
schrek,new_earth,male
scissors,teen_titans_tv_series,male
scott_lowe,new_earth,male
screech,vamps,female
sebastian_ballesteros,new_earth,male
selina_kyle,dc_animated_movie_universe,female
selina_kyle,dcau,female
selina_kyle,dceased,female
selina_kyle,earth_two,female
selina_kyle,harley_quinn_tv_series,female
selina_kyle,man_of_tomorrow,female
selina_kyle,scooby_doo_team_up,female
selina_kyle,teen_titans_go_tv_series,female
selina_kyle,the_lego_movie,female
sergei_minerva,amalgam_universe,male
serpenteen,new_earth,male
shaggy_man,earth_5_8,male
sharptooth,batman_in_bethlehem,male
sheba,wildstorm_universe,female
shen_li_men,wildstorm_universe,female
shere_khan,fables,male
silicon_stiletto,wildstorm_universe,female
simon_amal,prime_earth,male
skeeter,vamps,female
slug_the_dog,earth_s,male
socks_the_cat,prime_earth,male
spaulding_pruitt,prime_earth,male
splithair,earth_s,male
stake,new_earth,male
stinky_the_cat,new_earth,male
stray,prime_earth,female
streak,new_earth,male
streaky,earth_one,male
streaky,new_earth,male
streaky,tiny_titans,male
streaky_ii,earth_one,female
summer_day,new_earth,female
summer_day,prime_earth,female
sven_larson,prime_earth,male
taghurrhu,new_earth,male
tanakata_z,new_earth,male
tanya,earth_43,female
tataka,new_earth,female
tatsinda,prime_earth,female
tawky_tawny,earth_5,male
tawky_tawny,earth_16,male
tawky_tawny,new_earth,male
tawky_tawny,prime_earth,male
tawky_tawny,tiny_titans,male
tawna,new_earth,female
ted_carson,prime_earth,male
teekl,earth_11,non_binary
teekl,injustice,male
teekl,lil_gotham,male
teekl,prime_earth,non_binary
teresa,dcau,female
terrence_mcginnis,dc_legends,male
thomas_asquith_randolph,new_earth,male
thomas_blake,prime_earth,male
thomas_blake,the_brave_and_the_bold,male
thomas_blake,the_lego_movie,male
thomas_bronson,new_earth,male
thor_the_thunder_dog,quality_universe,male
tiamat,new_earth,female
tig_rafelson,prime_earth,female
tigress,dcau,female
tinker,we3,female
tisiphone,new_earth,female
titus_the_dog,prime_earth,male
torcher_the_demon,new_earth,male
tuftan,earth_ad,male
tuftan,new_earth,male
tuftan,prime_earth,male
tuftan,the_brave_and_the_bold,male
tygrus,dcau,male
tyran_r,prime_earth,male
ubasti,izombie,female
vampire_burglar,earth_s,male
van_pyre,earth_twelve,male
vanessa_kapatelis,dc_animated_movie_universe,female
vanessa_kapatelis,prime_earth,female
victor_christianson,new_earth,male
vincent_velcoro,creature_commandos_shorts,male
vincent_velcoro,flashpoint_timeline,male
vincent_velcoro,the_brave_and_the_bold,male
vlad_dracula,strange_visitor,male
voodoo,prime_earth,female
voz,green_lantern_movie,male
vrykos,pre_zero_hour,male
vulture,the_batman_tv_series,female
warblade,prime_earth,male
warren_griffith,creature_commandos_shorts,male
warren_griffith,flashpoint_timeline,male
warren_griffith,new_earth,male
warren_griffith,prime_earth,male
waylon_jones,arrowverse,male
waylon_jones,batman_1966_tv_series,male
waylon_jones,beware_the_batman,male
waylon_jones,dc_bombshells,male
waylon_jones,dc_legends,male
waylon_jones,dceased,male
waylon_jones,earth_22,male
waylon_jones,earth_44,male
waylon_jones,earth_1,male
waylon_jones,harleen,male
waylon_jones,harley_quinn_tv_series,male
waylon_jones,new_earth,male
waylon_jones,teen_titans_go_tv_series,male
waylon_jones,white_knight,male
waylon_jones,world_without_young_justice,male
weasel,batman_in_bethlehem,male
wenonah_littlebird,new_earth,female
whipsnake,vamps,female
wildcat,earth_22,male
william_kessler,new_earth,male
wingo,earth_124_1,male
wolf,earth_16,male
wonderdog,new_earth,male
yalan_gur,new_earth,male
yolanda_montez,new_earth,female
yuri_rashnikov,new_earth,male
ace_arn,new_earth,male
adam_evans,dcau,male
agw,prime_earth,male
altana,new_earth,male
amanikable,prime_earth,male
aphrodite,prime_earth,female
atabey,prime_earth,female
aztar,new_earth,male
balor,prime_earth,male
bastet,prime_earth,female
bruce_wayne,batman_1966_tv_series,male
caroline_sharp,prime_earth,female
cernunnos,prime_earth,male
chagra,prime_earth,male
chalchiuhtlicue,prime_earth,female
chronicler,prime_earth,male
clay_stoner,new_earth,male
cole_cash,futures_end,male
colonel_koslov,earth_one,male
control_freak,teen_titans_tv_series,male
courtney_whitmore,lego_batman,female
death,earth_one,male
doctor_schivel,batman_1966_tv_series,male
dream,new_earth,male
dream,prime_earth,male
duke_thomas,prime_earth,male
eidolon,wildstorm_universe,male
elatha,prime_earth,male
eradicator,new_earth,male
erdammeru,antimatter_universe,male
father_sea,prime_earth,male
final_bruce_wayne,dark_multiverse,male
frank_the_plant,harley_quinn_tv_series,male
fred_bentson,new_earth,male
god,dark_genesis,male
goddess,lucifer_tv_series,female
hades,prime_earth,male
harrison_nash_wells,arrowverse,male
haxxalon,prime_earth,male
hermes,prime_earth,male
herupa_hando_hu,new_earth,male
hooligan,prime_earth,male
irwin_schwab,dc_universe_online,male
irwin_schwab,new_earth,male
irwin_schwab,prime_earth,male
irwin_schwab,the_brave_and_the_bold,male
irwin_schwab,tiny_titans,male
izaya,prime_earth,male
james_corrigan,earth_22,male
james_gordon,batman_1966_tv_series,male
jeffrey_franklin_burr,new_earth,male
john_deegan,arrowverse,male
jonni_dc,new_earth,female
jonni_dc,prime_earth,female
jor_el,prime_earth,male
joshua_saunders,new_earth,male
katar_hol,earth_5_8,male
kay_challis,prime_earth,female
kent_nelson,flashpoint_timeline,male
kirtan_rodd,new_earth,male
kumungwe,prime_earth,male
madame_atom,prime_earth,female
manann_n_mac_lir,prime_earth,male
max_faraday,wildstorm_universe,male
max_mercury,prime_earth,male
michael_demiurgos,new_earth,male
mister_mxyzptlk,cosmic_adventures,male
mister_mxyzptlk,new_earth,male
monitor_bob,monitor_bo,male
monitor_solomon,monitor_solomo,male
monitor_weeja_dell,monitor_weeja_del,female
monitor_zillo_valla,monitor_zillo_vall,female
mordru,new_earth,male
mordru,post_zero_hour,male
myron_victor,new_earth,male
nekron,new_earth,male
odin,prime_earth,male
paradox,prime_earth,male
peace,prime_earth,female
persephone,prime_earth,female
phantom_stranger,dcau,male
poseidon,prime_earth,male
radiant_spirit_of_mercy,new_earth,female
rama_kushna,new_earth,female
rama_kushna,prime_earth,female
repun,prime_earth,male
richard_grayson,tiny_titans,male
roger_hayden,arrowverse,male
roger_hayden,prime_earth,male
rosacarnis,arrowverse,female
solomon,new_earth,male
sonya_tarinka,prime_earth,female
tabitha,arrowverse,female
tezcatlipoca,prime_earth,male
tlaloc,prime_earth,male
transit,dakotaverse,female
tuoni,new_earth,male
uriel,lucifer_tv_series,male
varuna,prime_earth,male
victor_stone,prime_earth,male
virgil_hawkins,dcau,male
william_hand,lego_batman,male
william_hand,new_earth,male
andrea_martinez,new_earth,female
aquamaria,dakotaverse,female
arani_desai,new_earth,female
billy_gander,earth_twelve,male
blizard,new_earth,male
brek_bannin,earth_prime,female
byrna_brilyant,new_earth,female
byrna_brilyant,prime_earth,non_binary
caitlin_snow,dc_legends,female
caitlin_snow,justice_league_action,female
caitlin_snow,lego_batman,female
caitlin_snow,prime_earth,female
cameron_mahkent,earth_16,male
cameron_mahkent,earth_5_8,male
cameron_mahkent,flashpoint_paradox,male
cameron_mahkent,flashpoint_timeline,male
cameron_mahkent,new_earth,male
cameron_mahkent,prime_earth,male
cameron_mahkent,smallville,male
carter_hooks,dakotaverse,male
celsia,wonder_woman_tv_series,female
charles_murray,prime_earth,male
cold_warrior,new_earth,male
coldsnap,new_earth,male
coldsnap,prime_earth,male
coldsnap,thunder_lightning_shorts,male
cooler,wildstorm_universe,female
crystal_frost,dc_animated_movie_universe,female
crystal_frost,earth_16,female
crystal_frost,earth_5_8,female
crystal_frost,new_earth,female
cythonna,new_earth,female
darryl_brown,harley_quinn_tv_series,male
delores_winters,new_earth,female
doctor_phoenix,earth_one,male
doctor_psycho,gods_and_monsters,male
elijah_snow,wildstorm_universe,male
ewald_olafsson,new_earth,male
frost,dc_super_hero_girls,female
frostbite,antimatter_universe,female
frostbite,new_earth,male
frostbite,powerless,female
glacier,new_earth,female
henry_henshaw,lego_batman,male
hound,prime_earth,female
ice,earth_9,female
ice,star_riders,female
ice_king,new_earth,male
igor_medviedenko,new_earth,male
jaime_encana,earth_2,male
jesse_watts,smallville,male
joar_mahkent,earth_16,male
joar_mahkent,earth_22,male
joar_mahkent,smallville,male
jordan_mahkent,stargirl_tv_series,male
joseph_meach,lego_batman,male
killer_frost,dcau,female
klaus_kristin,earth_one,male
leonard_snart,dc_universe_online,male
leonard_snart,futures_end,male
leonard_snart,out_of_time,male
leonard_snart,prime_earth,male
louise_lincoln,arkhamverse,female
louise_lincoln,harley_quinn_tv_series,female
louise_lincoln,injustice,female
louise_lincoln,lego_batman,female
louise_lincoln,new_earth,female
louise_lincoln,prime_earth,female
louise_lincoln,the_brave_and_the_bold,female
mantis,dcau,male
mantis,new_earth,male
mark_blaine,arrowverse,male
mary_michaels,dcau,female
mary_michaels,futures_end,female
minister_blizzard,prime_earth,male
mintar_bannin,pre_zero_hour,male
mordred,dcau,male
new_moon,earth_one,female
rip_roar,new_earth,male
roger_niles,superboy_tv_series,male
sean_kelvin,smallville,male
sigrid_nansen,new_earth,female
sigrid_nansen,super_friends,female
snow_owl,new_earth,male
springheeled_jack,prime_earth,male
summer_zahid,prime_earth,female
teth_adam,kid_super_power_hour,male
tora_drake,amalgam_universe,female
tora_olafsdotter,dcau,female
tora_olafsdotter,dceased,female
tora_olafsdotter,earth_16,female
tora_olafsdotter,justice_league_3,female
tora_olafsdotter,new_earth,female
tora_olafsdotter,prime_earth,female
tora_olafsdotter,the_brave_and_the_bold,female
tori_olafsdotter,justice_league_pilot,female
tyler_crenshaw,smallville,female
victor_fries,earth_16,male
victor_fries,prime_earth,male
victor_fries,the_batman_tv_series,male
amaya,prime_earth,female
bobb_kohan,pre_zero_hour,male
kara_zor_el,new_earth,female
kole,earth_1,female
kole,teen_titans_tv_series,female
kole_weathers,new_earth,female
rafael_harris,new_earth,male
666,earth_22,male
aaron_cash,prime_earth,male
ace_masterson,prime_earth,male
afterthought,prime_earth,male
aldous,prime_earth,male
alexander_luthor,earth_3839,male
alexander_luthor,super_seven,male
alexander_luthor,the_new_order,male
alphonse_luzano,new_earth,male
alvin_bundy,new_earth,male
amanda_spence,new_earth,female
anatoli_knyazev,arkhamverse,male
anatoli_knyazev,flashpoint_timeline,male
anatoli_knyazev,harley_quinn_tv_series,male
anatoli_knyazev,new_earth,male
anatoli_knyazev,prime_earth,male
angela_spica,the_wild_storm,female
anton_geist,new_earth,male
aquaman,earth_14,male
archer,dakotaverse,male
archie_trundle,prime_earth,male
arthur_curry,earth_42,male
arthur_stone,mash_up,male
ashok_desai,new_earth,male
axel_walker,prime_earth,male
b_aad,new_earth,male
bad_betty,dakotaverse,female
bandit,we3,male
bane,smallville,male
barnacle_bill,dakotaverse,male
batman,earth_14,male
beowulf,prime_earth,male
bixby_rhodes,new_earth,male
blubber,new_earth,male
bo_han,futures_end,male
brain,earth_16,male
brain,earth_5_8,male
brain,justice_league_action,male
brain,new_earth,male
brain,tiny_titans,male
brainiac,ame_comi,female
brainiac_6,prime_earth,male
brother_blood,dc_animated_movie_universe,male
brother_blood,teen_titans_tv_series,male
calvin_carson,katabasis,male
calvin_carson,new_earth,male
calvin_carson,prime_earth,male
carlton_cerebrus,earth_one,male
casey_washington,prime_earth,female
cassandra,prime_earth,female
catwoman,dc_one_million,female
chang_tzu,new_earth,male
charles_ongowicz,wildstorm_universe,male
charles_sweeney,wildstorm_universe,male
chloroform,the_brave_and_the_bold,male
christina_chiles,new_earth,female
christopher_weiss,new_earth,male
chu_jiang_impostor,new_earth,male
cindy_burman,new_earth,female
clifford_steele,doom_patrol_shorts,male
clifford_steele,earth_16,male
clifford_steele,earth_5_8,male
clifford_steele,justice,male
clifford_steele,teen_titans_tv_series,male
clifford_steele,time_in_goliath,male
clifford_steele,tiny_titans,male
connor_hawke,earth_2,male
corsar_thal,prime_earth,male
cradle,prime_earth,male
curtis_eisenmann,new_earth,male
cyber_bwana,dakotaverse,male
cyberion,earth_36,male
cybersaw,new_earth,male
cyborg,ame_comi,female
cyborg,dcau,female
cyborg,earth_23,male
cybron,superman_1988_tv_series,male
cylvia_anita_cyber,new_earth,female
daniel_leone,new_earth,male
danielle_foccart,pre_zero_hour,female
darius,new_earth,male
david_poole,wildstorm_universe,male
david_prohaska,prime_earth,male
david_reid,flashpoint_timeline,male
de_cine,new_earth,male
death_doll,new_earth,female
delingis_jarouq,new_earth,male
devour,prime_earth,male
diana_of_themyscira,dc_animated_movie_universe,female
diana_of_themyscira,earth_42,female
ding_dong_daddy,prime_earth,male
doc,new_earth,male
doctor_cyber,dcau,female
doctor_cyber,earth_5_8,female
doctor_demon,new_earth,female
doctor_mid_nite,arrowverse,male
download,new_earth,female
dozer,dakotaverse,male
dragonfire,new_earth,male
drang,dakotaverse,male
duality,new_earth,male
duke,dakotaverse,male
earl_dukeston,new_earth,male
emil_hamilton,new_earth,male
eric_forrester,new_earth,male
eterno_the_immortal,earth_one,genderless
evelyn_dent,earth_3,female
fist_point,prime_earth,male
flash,earth_14,male
fractula,dakotaverse,female
frank_sixty,new_earth,male
frankenstein,new_earth,male
fuselage,dakotaverse,male
gabrielle_daou,earth_16,female
garth_ranzz,legion_of_super_heroes_tv_series,male
garth_ranzz,pre_zero_hour,male
general_electric,new_earth,male
geoffrey_barron,new_earth,male
george_harkness,dc_legends,male
gloria_marquez,wonder_woman_tv_series,female
gorgon,earth_8,male
grave,prime_earth,female
gray_abbott,new_earth,male
green_lantern,earth_14,male
hadrian,wildc_a_t_s_tv_series,male
hal_jordan,antimatter_universe,male
halflife,dakotaverse,male
hardwire,new_earth,male
harley_quinn,earth_14,female
hartley_rathaway,flashpoint_timeline,male
heatmonger,new_earth,female
heinrich_henshaw,earth_1,male
helen_alexandros,new_earth,female
helena_bertinelli,prime_earth,female
helium,the_brave_and_the_bold,male
henry_bendix,prime_earth,male
henry_henshaw,dc_animated_movie_universe,male
henry_henshaw,dc_legends,male
henry_heywood_iii,new_earth,male
hi_tech,new_earth,female
high_rise,new_earth,male
hippolyta,dimension_chi,female
honeybun,prime_earth,female
hook,earth_16,male
hyalt,prime_earth,male
hydrogen,the_brave_and_the_bold,male
imperiex,legion_of_super_heroes_tv_series,male
isabelle_cheranova,new_earth,female
ivana_baiul,gen_13_movie,female
ivana_baiul,wildstorm_universe,female
j_onn_j_onzz,earth_42,male
jack_of_diamonds_iii,new_earth,male
jane_stepford,prime_earth,female
janet_fals,prime_earth,female
jason_todd,amalgam_universe,male
john_corben,dc_legends,male
john_corben,dcau,male
john_corben,doom,male
john_corben,earth_5_8,male
john_corben,earth_one,male
john_corben,harley_quinn_tv_series,male
john_corben,justice_league_action,male
john_corben,justice,male
john_corben,legion_of_super_heroes_tv_series,male
john_corben,lego_batman,male
john_corben,lois_clark,male
john_corben,prime_earth,male
john_corben,smallville,male
john_corben,superman_batman,male
john_corben,the_batman_tv_series,male
john_henry_irons,earth_42,male
john_henry_irons,new_earth,male
johnny_lynx,new_earth,male
jonah_hex,prime_earth,male
jose_delgado,new_earth,male
joseph_rotkowski,wildstorm_universe,male
juan_soria,prime_earth,male
julia_of_daxam,new_earth,female
k_rot,prime_earth,male
kal_el,futures_end,male
kali_kak,dakotaverse,male
kaliber,prime_earth,male
kara_zor_el,futures_end,female
karen_beecher,titans_tomorrow,female
katar_hol,dc_animated_movie_universe,male
katar_hol,earth_42,male
katrina_cupertino,wildstorm_universe,female
kid_shark,arkhamverse,male
kieron_masterson,new_earth,male
killbox,prime_earth,male
killshot,new_earth,male
kimon_tanaka,new_earth,male
koriand_r,dc_animated_movie_universe,female
kragger,dcau,male
laura_washington,arrowverse,female
lawrence_chin,new_earth,male
lawrence_trapp,harley_quinn_tv_series,male
lena_luthor_ii,new_earth,female
letonya_charles,new_earth,female
lord_havok,new_earth,male
lutor,earth_1927,male
mace_gardner,new_earth,male
majestrate,wildstorm_universe,male
major_mynah,earth_one,male
malcolm_merlyn,arrowverse,male
mandelbrat,dakotaverse,female
manuel_cabral,new_earth,male
marauder_ii,new_earth,male
mark_antaeus,new_earth,male
mark_shaw,new_earth,male
mark_shaw,prime_earth,male
mastrocola,prime_earth,male
matrix,earth_22,female
maxine_manchester,wildstorm_universe,female
maxwell_burns,wildstorm_universe,male
maxwell_williams,new_earth,male
mechanikat,krypto_the_superdog,male
meloney_sutcliffe,wildstorm_universe,female
melt,dakotaverse,male
mercy_graves,earth_16,female
michael_costner,new_earth,male
michael_miller,new_earth,male
michael_ryer,new_earth,male
mitchell_shelley,new_earth,male
monkeywrench,dakotaverse,male
mother_machine,prime_earth,female
nanaue,arkhamverse,male
natasha_irons,flashpoint_timeline,female
nathan_chase,amalgam_universe,male
nathaniel_finch,the_batman_tv_series,male
nikki_nemzer,prime_earth,female
nikolai_karpov,new_earth,male
niles_cable,amalgam_universe,male
niles_caulder,doom_force,male
nitrogen,the_brave_and_the_bold,male
norman_grimes,new_earth,male
oliver_queen,earth_42,male
oliver_queen,earth_31,male
olivia_keller,wildstorm_universe,female
olivia_queen,earth_22,female
osita,prime_earth,female
oxygen,the_brave_and_the_bold,male
philo_zeiss,new_earth,male
pirate,we3,male
professor_ojo,earth_16,male
prometheus,prime_earth,male
quietus,prime_earth,male
richard_grayson,earth_42,male
richard_grayson,prime_earth,male
rictus,prime_earth,male
robert_crane,new_earth,male
robert_crane,prime_earth,male
robert_zirrozinski,prime_earth,male
roger_corben,earth_one,male
roger_corben,superboy_tv_series,male
roland_vale,lois_clark,male
ronald_evers,new_earth,male
roni_evers,doom_patrol_tv_series,female
roy_harper,dc_legends,male
roy_harper,earth_16,male
roy_harper,new_earth,male
ryand_r,prime_earth,male
scareware,new_earth,male
scarlett_taylor,prime_earth,female
scavenger,new_earth,male
shaka_okoro,futures_end,male
shutterbug,dakotaverse,female
sister_shard,new_earth,female
sister_shard,prime_earth,female
sivana,earth_42,male
siyu,prime_earth,male
slade_wilson,titans_tomorrow,male
slaggingham,new_earth,male
sonar_iii,new_earth,male
stalker,dcau,male
stiletta,hex_timeline,female
sturm,dakotaverse,male
sy_borgman,harley_quinn_tv_series,male
sy_borgman,old_lady_harley,male
sy_borgman,prime_earth,male
tech_tra,new_earth,female
teth_adam,flashpoint_timeline,male
thaddeus_hoskins,new_earth,male
tharok,dcau,male
tharok,legion_of_super_heroes_tv_series,male
tharok,post_zero_hour,male
tharok,pre_zero_hour,male
trilla_tru,prime_earth,female
tristessa_delicias,new_earth,female
tristessa_delicias,prime_earth,female
tyr,legion_of_super_heroes_tv_series,male
tyr,pre_zero_hour,male
unified,prime_earth,male
vanessa_kapatelis,new_earth,female
vera_lynn_black,new_earth,female
vera_webster,donnerverse,female
victor_fries,flashpoint_timeline,male
victor_fries,the_new_order,male
victor_stone,batman_unlimited,male
victor_stone,dc_animated_movie_universe,male
victor_stone,dc_extended_universe,male
victor_stone,dc_legends,male
victor_stone,dc_super_friends_web_series,male
victor_stone,dc_super_hero_girls,male
victor_stone,dc_universe_online,male
victor_stone,dceased,male
victor_stone,doom_patrol_tv_series,male
victor_stone,doom,male
victor_stone,earth_44,male
victor_stone,earth_42,male
victor_stone,earth_1,male
victor_stone,earth_16,male
victor_stone,earth_22,male
victor_stone,earth_3839,male
victor_stone,flashpoint_paradox,male
victor_stone,flashpoint_timeline,male
victor_stone,futures_end,male
victor_stone,injustice,male
victor_stone,justice_league_action,male
victor_stone,lego_batman,male
victor_stone,lego_dc_heroes,male
victor_stone,singularity_aftermath,male
victor_stone,smallville,male
victor_stone,super_friends,male
victor_stone,teen_titans_go_tv_series,male
victor_stone,teen_titans_tv_series,male
victor_stone,the_new_order,male
victor_stone,tiny_titans,male
victor_stone,titans_tomorrow,male
victor_stone,trapped_in_time,male
violet_paige,prime_earth,female
void,wildc_a_t_s_tv_series,female
vox,dcau,male
vox,earth_one,male
vril_dox,flashpoint_timeline,male
vril_dox,lego_batman,male
vril_dox,prime_earth,male
wayne_wilkins,old_lady_harley,male
wayne_wilkins,prime_earth,male
weapon_4,we3,male
whoon,new_earth,male
willem_cloke,prime_earth,male
wolf,new_earth,male
wonder_woman,earth_14,female
yumiko_gamorra,wildstorm_universe,female
z,dakotaverse,male
zena_bendemova,old_lady_harley,female
zena_bendemova,prime_earth,female
zhang_xiaomei,new_earth,female
zor_el,prime_earth,male
andrea_rojas,new_earth,female
andrea_rojas,prime_earth,female
ares,new_earth,male
bruce_wayne,earth_32,male
carl_sands,earth_3,male
carl_sands,prime_earth,male
carl_sands,the_batman_tv_series,male
celia_windward,new_earth,female
clifford_zmeck,new_earth,male
daniel_crow_brings_darkness,new_earth,male
dark,new_earth,male
darklight,new_earth,female
doctor_morpheus,new_earth,male
dora_keane,earth_s,female
edward_hanson,lois_clark,male
essence,prime_earth,female
eve_eden,dceased,female
eve_eden,earth_13,female
eve_eden,earth_four,female
eve_eden,new_earth,female
eve_eden,prime_earth,female
eve_eden,superman_batman,female
felicity,new_earth,female
graah,pre_zero_hour,male
henri_zola,new_earth,male
henri_zola,prime_earth,male
ian_karkull,new_earth,male
indigo_of_the_rainbow_raiders,new_earth,male
ivan_evans,dcau,male
jennifer_knight,prime_earth,female
kaala,prime_earth,male
kana,electric_warriors,female
lor_zod,new_earth,male
lydea_mallor,new_earth,female
majistra,new_earth,female
nacht,new_earth,female
neon_black,new_earth,male
nightfall,new_earth,female
nightwing,new_earth,male
nox,new_earth,female
nyx_goddess_of_the_night,prime_earth,female
pluto,two_dangerous_ideas,male
rachel_roth,dc_bombshells,female
rachel_roth,dc_legends,female
randy_klein,smallville,male
raven,dc_animated_movie_universe,female
raven,dc_universe_online,female
raven,injustice,female
raven,teen_titans_tv_series,female
raven,tiny_titans,female
richard_swift,new_earth,male
robert_dickering,new_earth,male
rosa_heitzman,prime_earth,female
roscoe_barrow,new_earth,male
shade,reality_undetermined,female
shadow_walker,prime_earth,male
shathan,new_earth,male
simon_culp,new_earth,male
simon_culp,prime_earth,male
sophia_becker,earth_1,female
syththunu,new_earth,male
tala,dc_universe_online,female
tala,new_earth,female
tasmia_mallor,dcau,female
tasmia_mallor,earth_prime,female
tasmia_mallor,pre_zero_hour,female
thalas,new_earth,male
the_dark,new_earth,non_binary
todd_lebeau,amalgam_universe,male
todd_rice,arrowverse,male
todd_rice,earth_2,male
todd_rice,earth_22,male
todd_rice,new_earth,male
todd_rice,prime_earth,male
todd_rice,some_years_later,male
twilight_ii,new_earth,female
veil,new_earth,male
william_hand,prime_earth,male
wrath_ii,prime_earth,female
zaniel_templar,prime_earth,male
adam_clay,earth_9,male
adam_kent,created_equal,male
addie_vochs,wildstorm_universe,female
aethyr,smallville,female
ak_var,earth_one,male
alan_scott,new_earth,male
alan_scott,prime_earth,male
albert_pratt,new_earth,male
alexander_luthor,amalgam_universe,male
allura_in_ze,donnerverse,female
allura_in_ze,earth_one,female
allura_in_ze,superman_batman,female
alura_in_ze,new_earth,female
alura_in_ze,scooby_doo_team_up,female
alura_in_ze,unbound,female
anchoress,prime_earth,female
andar_pul,new_earth,male
anna_hark,wildstorm_universe,female
anu,strange_visitor,male
asha_del_nar,new_earth,female
axel_brass,wildstorm_universe,male
az_rel,earth_one,male
az_rel,new_earth,male
bal_gand,new_earth,female
bar_el,all_star_superman,male
bark_bent,the_adventures_of_super_pup,male
basqat,new_earth,male
basqat,smallville,male
benjamin_raymond,new_earth,male
beppo,batman_1966_tv_series,male
birgit_eisenmann,new_earth,female
bor_jak,earth_one,male
bret_leather,wildstorm_universe,male
bruce_kent,distant_fires,male
bruce_wayne,earth_136,male
bruce_wayne,earth_two,male
brushogun,teen_titans_tv_series,male
cain,new_earth,male
caitlin_fairchild,prime_earth,female
capucine,prime_earth,female
car_vex,dc_extended_universe,female
car_vex,new_earth,female
catar_ol,prime_earth,male
ching,lois_clark,male
christopher_falchion,prime_earth,male
christopher_kent,earth_16,male
cil_gand,new_earth,male
claire_clover,prime_earth,female
clarc_kent_son,earth_1927,male
clark_kant,tiny_titans,male
clark_kent,amalgam_universe,male
cleric,new_earth,male
comet,dc_super_hero_girls,male
d_tilluh,new_earth,male
dal_kir_ta,new_earth,female
dalen_nur,prime_earth,male
dark_supergirl,new_earth,female
dax_ur,smallville,male
desaad,new_earth,male
dev_em,new_earth,male
dev_em,pre_zero_hour,male
dev_em_i,dc_extended_universe,male
dev_em_ii,dc_extended_universe,male
devin,wildstorm_universe,female
dhalua_strong,earth_abc,female
diana_of_themyscira,last_knight_on_earth,female
dik_rey,earth_one,male
dionysus,new_earth,male
diro_yat,new_earth,male
divine,new_earth,female
don_el,earth_one,male
drax,legion_of_super_heroes_tv_series,male
dru_zod,booster_shot_future,male
dru_zod_brainiac_13,new_earth,male
dru_zod,dc_extended_universe,male
dru_zod,dc_legends,male
dru_zod,dc_super_hero_girls_tv_series,male
dru_zod,dc_super_hero_girls,male
dru_zod,earth_4,male
dru_zod,earth_one,male
dru_zod,injustice,male
dru_zod,lego_batman,male
dru_zod,pocket_universe,male
dru_zod,prime_earth,male
dru_zod,tiny_titans,male
dru_zod_i,new_earth,male
dru_zod_ii,new_earth,male
duke_of_deception,earth_5_8,male
dyn_xe,new_earth,male
eradicator,world_without_young_justice,male
erndine_ze_da,earth_one,female
evil_star,new_earth,male
extremax,prime_earth,male
faora,smallville,female
faora,superman_1988_tv_series,female
faora_hu_ul,dc_bombshells,female
faora_hu_ul,earth_one,female
faora_hu_ul,new_earth,female
faora_hu_ul,prime_earth,female
faora_ul,dc_extended_universe,female
fer_gor,new_earth,male
gaia_rothstein,wildstorm_universe,female
ganesh,new_earth,male
gar_el,legacy,male
gra_mo,earth_one,male
green_dragon,earth_two,male
gregory_reed,new_earth,male
hermes,new_earth,male
hyanthis,new_earth,female
ingrid_weiss,earth_abc,female
ivan_illyich_gort,new_earth,male
jakita_wagner,wildstorm_universe,female
jason_blood,dc_animated_movie_universe,male
jason_blood,justice_league_action,male
jason_blood,prime_earth,male
jason_burr,new_earth,male
jax_ur,dc_extended_universe,male
jax_ur,dcau,male
jax_ur,earth_one,male
jax_ur,new_earth,male
jax_ur,prime_earth,male
jaxon,earth_ad,male
jeannette,prime_earth,female
jennifer_freedom,prime_earth,female
jennifer_sparks,prime_earth,female
jeq_vay,new_earth,male
jer_em,earth_one,male
jeremiah_cain,wildstorm_universe,male
jeremy_creek,smallville,male
john_thunder,new_earth,male
john_tower,dakotaverse,male
jonathan_kent,son_of_superman,male
jonathan_lane_kent,futures_end,male
jonathan_samuel_kent,batman_in_bethlehem,male
jonathan_samuel_kent,dc_legends,male
jonathan_samuel_kent,dceased,male
jonathan_samuel_kent,earth_22,male
jonathan_samuel_kent,future_state,male
jonathan_samuel_kent,titans_tomorrow,male
jor_el,booster_shot_future,male
jor_el,dc_legends,male
jor_el,smallville,male
jor_el,tiny_titans,male
jorel,earth_23,male
jorel_kent,earth_2_2,male
justin_arthur,dcau,male
kal_el,adventures_of_superman,male
kal_el,age_of_wonder,male
kal_el,all_star_superman,male
kal_el,american_alien,male
kal_el,anansi_timeline,male
kal_el,batman_in_bethlehem,male
