character,universe,prop_count,page_length,gender
bride,prime_earth,9,362533,female
bridget,new_earth,6,346255,female
bridgit_pike,gotham,8,371628,female
bridgit_pike,prime_earth,10,358611,female
briggs,flashpoint_timeline,8,349837,male
brighteyes,new_earth,7,349174,male
brighteyes,prime_earth,8,351388,female
brik,new_earth,11,361588,female
brimstone,dcau,6,352107,male
brimstone,new_earth,8,359747,male
brimstone,superboy_tv_series,9,352249,male
brimstone,superman_batman,7,348386,male
brimstone,tiny_titans,10,358389,male
brin_londo,earth_prime,12,361585,male
brin_londo,legion_of_super_heroes_tv_series,9,367990,male
brin_londo,post_rebirth,11,363809,male
brin_londo,post_zero_hour,9,358512,male
brin_londo,pre_zero_hour,12,388808,male
brine_king,dc_extended_universe,9,356197,male
brion_markov,dc_legends,7,346312,male
brion_markov,earth_16,9,369095,male
brion_markov,new_earth,11,402306,male
brion_markov,prime_earth,12,370226,male
brion_markov,teen_titans_tv_series,9,350135,male
brita_an_nan,pre_zero_hour,11,375305,female
bro_dee_walker,lego_batman,8,357233,male
bro_dee_walker,new_earth,7,374262,male
bro_dee_walker,prime_earth,9,357967,male
brock_smith,just_imagine,11,358225,male
brokk,prime_earth,6,352806,male
bromwell_stikk,earth_16,10,358135,male
bromwell_stikk,new_earth,10,366655,male
bronno,earth_one,4,350930,male
bronson,smallville,7,351203,male
brother_blood,dc_animated_movie_universe,11,362265,male
brother_blood,prime_earth,9,371834,male
brother_blood,teen_titans_tv_series,11,375403,male
brother_brood,amalgam_universe,8,354634,male
brother_grimm,new_earth,5,357896,male
brother_jacob,prime_earth,8,353405,male
brother_jonah,prime_earth,7,365389,male
brother_power,new_earth,11,366553,male
bruce_carter_iii,earth_abc,9,361252,male
bruce_kent,distant_fires,6,363831,male
bruce_the_hyena,dc_extended_universe,9,353771,male
bruce_wayne,batman_1966_tv_series,11,400816,male
bruce_wayne,batman_ninja,11,364491,male
bruce_wayne,batman_vs_tmnt,11,397684,male
bruce_wayne,blackest_day,12,365688,male
bruce_wayne,curse_of_the_cat_woman,9,357075,male
bruce_wayne,dceased,12,368672,male
bruce_wayne,earth_1,8,391368,male
bruce_wayne,earth_12,10,391868,male
bruce_wayne,earth_136,9,366514,male
bruce_wayne,earth_17,6,354639,male
bruce_wayne,earth_22,13,491768,male
bruce_wayne,earth_32,12,387010,male
bruce_wayne,earth_33,4,351040,male
bruce_wayne,earth_3839,10,378660,male
bruce_wayne,earth_43,13,372091,male
bruce_wayne,earth_43,13,378939,male
bruce_wayne,earth_44,10,397686,male
bruce_wayne,earth_52,10,391117,male
bruce_wayne,earth_two,14,473515,male
bruce_wayne,harley_quinn_tv_series,13,376165,male
bruce_wayne,new_earth,13,848293,male
bruce_wayne,the_doom_that_came_to_gotham,9,355292,male
bruce_wayne,the_world_of_tomorrow,9,354608,male
bruce_wayne_iv,lil_gotham,9,365999,male
bruno_hogan,new_earth,5,350361,male
brunt,new_earth,4,352148,male
brushogun,teen_titans_tv_series,9,352922,male
brutaal,earth_2,9,393994,male
brute,prime_earth,9,352479,male
brute_iii,new_earth,3,351354,male
brute_iv,new_earth,7,350024,male
brute_of_the_dreaming,prime_earth,8,355758,male
brutus,prime_earth,7,353848,male
bryan_mallory,legends_of_the_dead_earth,8,359466,male
bryce_kandel,wonder_woman_tv_series,9,355127,male
bryce_wayne,earth_11,10,402049,female
bryony,new_earth,8,356433,female
bubastis,watchmen,7,360689,female
bubastis,watchmen_movie,8,360216,female
bubastis_ii,watchmen,5,357375,female
bubba_brown,dakotaverse,8,375891,male
buckley_mellon,new_earth,8,354568,male
bud_and_lou_the_hyenas,arkhamverse,8,353277,male
bud_and_lou_the_hyenas,harley_quinn_tv_series,11,354298,male
bud_and_lou_the_hyenas,injustice,9,350354,male
bud_and_lou_the_hyenas,lil_gotham,7,355741,male
bud_and_lou_the_hyenas,new_earth,8,352093,male
bud_and_lou_the_hyenas,prime_earth,9,358304,male
bud_and_lou_the_hyenas,the_batman_tv_series,10,354483,male
buddy_blank,earth_ad,8,366240,male
buddy_blank,new_earth,8,353150,male
buddy_blank,the_brave_and_the_bold,7,355409,male
buer,new_earth,4,362343,male
buffy_sanders,smallville,10,358105,female
bufkin,fables,6,351771,male
bug_ii,new_earth,8,351503,male
bugala,new_earth,7,371556,male
bull_dog,earth_one,9,348506,male
bullet_benn,earth_two,5,357365,male
bulletproof,dakotaverse,10,352002,male
bumblebee,new_teen_titans_shorts,10,349381,female
bumblebee,teen_titans_go_tv_series,12,358270,female
bumblebee,teen_titans_tv_series,12,366333,female
bunny_wizard,earth_c_plus,6,351232,male
burden,prime_earth,9,355223,male
burn,dakotaverse,9,355439,male
burnrate,prime_earth,5,368270,female
burt_belker,earth_one,8,358322,male
butcher,prime_earth,10,352997,male
buzz_dixon,wildstorm_universe,4,357651,male
buzzkutt,new_earth,7,349298,male
buzzword,new_earth,12,354061,female
byakko,new_earth,11,361988,female
bynai_bruun,new_earth,7,360012,female
byrd_rentals,earth_c,8,354525,male
byrna_brilyant,earth_two,9,369546,female
byrna_brilyant,new_earth,9,360518,female
byrna_brilyant,prime_earth,10,365475,non_binary
byron_jones,wildstorm_universe,6,354790,male
byron_moore,smallville,8,357428,male
byron_shelley,new_earth,6,351787,male
byron_shelley,prime_earth,6,353221,male
byron_shelley,superboy_tv_series,8,364160,male
byron_stark,new_earth,11,361740,male
byth_rok,earth_one,10,362560,male
byth_rok,new_earth,8,371445,male
byth_rok,prime_earth,7,358793,male
byzjn_wazzo,pre_zero_hour,8,352098,male
bzzd,new_earth,9,374131,male
bzzd,prime_earth,8,357878,male
c_calculus,prime_earth,6,356939,genderless
c_k_nevins,earth_two,7,355075,male
c_o_m_p_u_t_o,post_zero_hour,4,355237,male
c_th,new_earth,8,378825,male
cachiru,new_earth,11,352990,male
caden_park,prime_earth,8,356218,male
caellich,new_earth,8,357105,male
caille,prime_earth,11,371129,female
cain,lucifer_tv_series,9,360420,male
cain,new_earth,7,365487,male
cain,prime_earth,8,394082,male
caipora,future_state,6,377542,female
caitlin_fairchild,gen_13_movie,7,353031,female
caitlin_fairchild,prime_earth,11,364971,female
caitlin_fairchild,wildstorm_universe,12,376105,female
caitlin_snow,arrowverse,7,387205,female
caitlin_snow,dc_legends,8,358270,female
caitlin_snow,justice_league_action,10,361060,female
caitlin_snow,lego_batman,12,364272,female
caitlin_snow,prime_earth,11,402794,female
cal_usjak,new_earth,7,349330,male
calculha,new_earth,9,377156,male
calculha,prime_earth,9,371344,male
caleb,wildstorm_universe,9,359282,male
caleb_green,arrowverse,9,359248,male
caliban,prime_earth,9,355976,male
calibax,new_earth,7,348038,male
calibraxis,new_earth,5,348010,male
calixto,earth_one,9,361563,male
calleen,prime_earth,7,362439,female
calliope,injustice,10,358375,female
callisto,new_earth,7,357338,female
calvin_broderick,new_earth,7,350345,male
calvin_carson,katabasis,6,350421,male
calvin_carson,new_earth,10,365109,male
calvin_carson,prime_earth,10,361571,male
calvin_durham,earth_16,8,371397,male
calvin_durham,new_earth,8,380571,male
calvin_rose,prime_earth,11,378587,male
calvin_swanwick,dc_extended_universe,7,390690,male
calyce,new_earth,9,357022,female
calythos,justice_league_action,8,362080,male
cameron_begay,new_earth,9,350069,male
cameron_chase,new_earth,9,361756,female
cameron_mahkent,earth_16,11,361717,male
cameron_mahkent,earth_5_8,11,355434,male
cameron_mahkent,flashpoint_paradox,9,350304,male
cameron_mahkent,flashpoint_timeline,6,350112,male
cameron_mahkent,new_earth,14,385187,male
cameron_mahkent,prime_earth,14,357812,male
cameron_mahkent,smallville,11,386492,male
camorouge,new_earth,11,355020,female
candace_jean_gennaro,new_earth,8,357331,female
candi_pyponte_le_parc_iii,post_zero_hour,11,358381,female
candlemaker,doom_patrol_tv_series,9,357421,male
candlemaker,new_earth,10,358783,male
candy_baker,izombie_tv_series,6,356432,female
captain_california,kid_super_power_hour,8,352599,male
captain_comet,earth_9,6,348555,male
captain_demo,new_earth,7,375569,male
captain_incredible,earth_one,8,358802,male
captain_swift,earth_twelve,6,359871,male
captain_triumph_ii,new_earth,8,348478,female
captain_venture,earth_s,8,354138,male
capucine,prime_earth,8,371589,female
car_vex,dc_extended_universe,10,370353,female
car_vex,new_earth,9,366936,female
carbon_dioxide,the_brave_and_the_bold,11,357010,female
carcharo,new_earth,11,358699,male
carcharodor,prime_earth,8,356373,female
carey_gold,izombie_tv_series,10,358839,male
carl_bork,arrowverse,5,347185,male
carl_bork,new_earth,8,362301,male
carl_draper,earth_one,11,363069,male
carl_draper,prime_earth,9,363086,male
carl_finley,dcau,8,363838,male
carl_sands,earth_3,7,353566,male
carl_sands,new_earth,11,382767,male
carl_sands,prime_earth,10,377168,male
carl_sands,scooby_doo_team_up,10,354894,male
carl_sands,the_batman_tv_series,8,366901,male
carl_tanner,flash_199_tv_series,8,352236,male
carla_moretti,new_earth,9,357913,female
carlo_sal_n,prime_earth,8,362215,male
carlos_quinones,dakotaverse,6,364922,male
carlotta_rivera,new_earth,7,353785,female
carlton_cerebrus,earth_one,7,356940,male
carly_meadows,smallville,9,350153,female
carmen_leno,prime_earth,6,357502,female
carnivore,new_earth,7,361104,male
carol_carter,earth_abc,11,359043,female
carol_ferris,dc_bombshells,10,357529,female
carol_ferris,dc_legends,10,364873,female
carol_ferris,doom,10,356665,female
carol_ferris,justice_league_action,5,349049,female
carol_ferris,lego_batman,10,364127,female
carol_ferris,new_earth,12,389770,female
carol_ferris,prime_earth,13,365657,female
carol_jordan,earth_11,9,363365,female
carol_vance_martin,quality_universe,8,355291,female
carole_donahue,new_earth,9,355976,female
caroline_sharp,prime_earth,10,366572,female
carolyn_dole,earth_one,9,356367,female
carolyn_hamilton,wonder_woman_tv_series,9,362242,female
carolyn_lance,birds_of_prey,7,369108,female
carom,new_earth,11,355791,male
carrie_allen,earth_3839,11,364528,female
carrie_bates,arrowverse,9,353754,female
carrie_cutter,new_earth,9,380783,female
carrie_cutter,prime_earth,6,356524,female
carrie_donahue,earth_16,6,347600,female
carrie_levine,team_titans,9,360694,female
carrisa,new_earth,8,360191,female
carson_jatts,dcau,8,348641,male
carson_williams,black_lightning_tv_series,8,359142,male
carter,batman_serial,8,354234,male
carter_hall,arrowverse,10,365931,male
carter_hall,dc_super_hero_girls_tv_series,13,355895,male
carter_hall,dc_universe_online,11,377551,male
carter_hall,dceased,5,357512,male
carter_hall,new_earth,13,424673,male
carter_hall,prime_earth,14,402198,male
carter_hall,smallville,12,379072,male
carter_hall,superman_batman,12,350848,male
carter_hooks,dakotaverse,7,351001,male
cary_richards,new_earth,4,355368,male
carya,new_earth,9,359062,female
casey_brinke,prime_earth,11,367658,female
casey_krinsky,dc_super_hero_girls_tv_series,10,356743,female
casey_krinsky,new_earth,8,356617,female
casey_washington,prime_earth,9,358584,female
cassandra,nolanverse,7,349382,female
cassandra,prime_earth,9,356486,female
cassandra_arnold,new_earth,8,354282,female
cassandra_cain,prime_earth,11,414624,female
cassandra_carver,smallville,8,350177,female
cassandra_craft,prime_earth,7,354139,female
cassandra_ii,wildstorm_universe,7,351556,female
cassandra_newland,wildstorm_universe,6,360680,female
cassandra_sandsmark,dceased,12,386580,female
cassandra_sandsmark,earth_1,10,355256,female
cassandra_sandsmark,earth_16,12,362325,female
cassandra_sandsmark,earth_3,9,359096,female
cassandra_sandsmark,injustice,7,359507,female
cassandra_sandsmark,lego_batman,12,366106,female
cassandra_sandsmark,new_earth,12,417878,female
cassandra_sandsmark,prime_earth,13,459255,female
cassandra_sandsmark,teen_titans_tv_series,8,351356,female
cassandra_sandsmark,titans_tomorrow,13,386692,female
cassandra_sandsmark,world_without_young_justice,10,363078,female
cassidy,new_earth,5,351279,male
cassiopeia,new_earth,6,350349,male
cassius_payne,birds_of_prey,7,362252,male
cassius_payne,new_earth,10,360586,male
castalia,prime_earth,8,348840,female
cat_man_ii,earth_one,6,349083,male
catalyn,new_earth,9,358081,female
catalyst,new_earth,10,358990,male
catar_ol,prime_earth,10,378936,male
cathedral,earth_22,10,350373,male
catherine_majik,haunted_gotham,7,350897,female
cathode,earth_one,7,354087,female
catholic_girl,dakotaverse,4,350205,female
catseye,new_earth,12,354873,male
catwoman,a_tragedy,9,359019,female
catwoman,dc_one_million,4,350336,female
catwoman_ii,hush_beyond,8,370879,female
cauldron,new_earth,9,355704,male
caveman_flash,prime_earth,4,359309,male
cay_an,new_earth,11,380046,female
cece_beck,post_zero_hour,9,373971,female
cecil_geekywad_bumwimple,new_earth,7,362993,male
cecile_horton,arrowverse,9,372392,female
celerita,earth_two,7,355071,female
celeste_mccauley,pre_zero_hour,10,387472,female
celestius,danny_s_dream,6,361322,male
celia_windward,new_earth,8,359065,female
celine_patterson,prime_earth,9,358939,female
cell_phone_sylvia,prime_earth,8,351618,female
celsia,wonder_woman_tv_series,9,356404,female
centerhall,prime_earth,8,352414,male
centre,earth_21,2,355954,genderless
cera_kesh,pre_zero_hour,11,354288,female
cerberus,future_state,8,371006,male
cerberus,prime_earth,7,350013,male
cerberus,scooby_doo_team_up,8,352531,male
cerberus,wonder_woman_2_9_movie,6,349956,male
cerberus_ii,new_earth,8,362227,male
cerdian,new_earth,8,374633,male
cerimul,new_earth,7,352314,male
ceritak,new_earth,7,357441,male
cerizah,new_earth,8,354451,female
cernunnos,prime_earth,9,372208,male
cetea,prime_earth,9,359244,female
ch_al_andar,new_earth,10,387637,male
ch_al_andar,teen_titans_tv_series,4,346192,male
ch_p,earth_5_8,8,359000,male
ch_p,new_earth,9,377078,male
ch_p,tiny_titans,9,357178,male
cha_rissa,new_earth,6,351460,female
cha_rnn_o_zzm,prime_earth,9,382869,male
chagra,prime_earth,6,350011,male
chaim_lavon,new_earth,12,359251,male
chain_lightning,earth_s,10,358259,female
chain_lightning,new_earth,10,363419,female
chair,new_earth,6,351799,male
chalchiuhtlicue,prime_earth,9,372978,female
chama_sierra,new_earth,4,364725,male
chameleon,new_adventures_of_batman,8,362243,male
chameleon_collie,earth_one,8,350600,female
chandi_gupta,new_earth,8,359937,female
chang_jie_ru,prime_earth,8,372559,male
chang_ming_zu,prime_earth,8,394338,female
chang_tzu,new_earth,9,359115,male
chanka_silver_deer,new_earth,9,356948,female
chantinelle,new_earth,8,374019,female
chaon,new_earth,7,365919,male
chaos_lord,new_earth,8,352354,male
chaplain_action,wildstorm_universe,4,351054,male
chaq,new_earth,8,353417,male
charis,new_earth,12,360371,female
charis_nar,new_earth,11,368211,male
charis_nar,prime_earth,6,353070,male
charity,new_earth,6,356197,female
charles_bell,dakotaverse,8,382506,male
charles_bigelow,dcau,8,361796,male
charles_brown,dceased,9,356036,male
charles_brown,prime_earth,8,364741,male
charles_mcnider,injustice,7,352507,male
charles_mcnider,new_earth,10,391602,male
charles_murray,prime_earth,7,371904,male
charles_ongowicz,wildstorm_universe,8,352109,male
charles_sweeney,wildstorm_universe,9,359798,male
charles_taine,legion_of_super_heroes_tv_series,9,376075,male
charles_taine,post_rebirth,11,363809,male
charles_taine,pre_zero_hour,11,382875,male
charles_watkins,team_titans,10,355721,male
charles_wilson,prime_earth,6,359493,male
charles_wylde,new_earth,10,364297,male
charles_xavier,amalgam_universe,6,354479,male
charley_parker,earth_one,7,364565,male
charlie_chokecherry,imaginary_fiends,6,357028,male
charlie_the_dog,new_earth,9,351335,male
charlie_the_owl,new_earth,8,352159,male
charlotte_gage_radcliffe,new_earth,10,389664,female
charma_drisden,pre_zero_hour,8,353397,female
charon,earth_1,6,349844,male
charon,future_state,7,370890,male
charon,prime_earth,8,352042,male
charybdis,new_earth,8,378732,male
charybdis,prime_earth,11,361850,male
charybdis,wonder_woman_tv_series,5,352141,female
chase_graves,izombie_tv_series,9,359385,male
chase_lawler,new_earth,9,363925,male
chaselon,dc_animated_movie_universe,12,359899,male
chaselon,duck_dodgers,11,357654,male
chaselon,new_earth,8,368701,male
chaselon,prime_earth,9,355845,male
chato_santana,dc_extended_universe,11,382456,male
chato_santana,injustice,6,351026,male
chato_santana,lego_batman,9,356662,male
chato_santana,new_earth,8,353482,male
chato_santana,prime_earth,8,382305,male
chay_ara,dc_legends,6,348246,female
chay_ara_hol,dcau,14,366988,female
cheetah,ame_comi,10,356468,female
cheetah,earth_1927,8,357037,female
cheetah,super_friends,10,357462,female
cheetah,trapped_in_time,11,356079,female
chemo,dc_legends,10,355335,male
chemo,dc_universe_online,11,355601,male
chemo,dcau,6,353519,male
chemo,metal_men_shorts,9,354316,male
chemo,prime_earth,9,359553,genderless
chemo,the_brave_and_the_bold,11,359924,male
cherub,new_earth,12,364268,female
chester_cheese,earth_c,4,349394,male
chester_king,earth_one,9,357920,male
chester_runk,arrowverse,10,357661,male
chester_runk,flashpoint_timeline,6,348699,male
chester_runk,new_earth,8,366017,male
chey_nu,pre_zero_hour,7,356103,male
cheyenne_freemont,new_earth,12,353645,female
chief,izombie_tv_series,9,359771,male
chilton_bone,superman_1988_tv_series,8,352291,male
chimera,wildstorm_universe,6,354899,male
ching,lois_clark,9,366171,male
chiron,new_earth,6,352343,male
chiroptor,dark_multiverse,9,356322,male
chleyns_wann,electric_warriors,6,352163,non_binary
chloe_decker,lucifer_tv_series,9,363707,female
chloe_sullivan,smallville,8,441572,female
chloroform,the_brave_and_the_bold,11,357829,male
choloh,new_earth,6,349145,male
choronzon,new_earth,6,355076,male
chriselda,prime_earth,13,361609,female
chrissy_parker,smallville,10,357974,female
christina_cade,earth_one,6,351979,female
christina_chiles,new_earth,6,349873,female
christine_trelane,wildstorm_universe,11,380219,female
christopher_champion,atari_force,9,358458,male
christopher_chance,arrowverse,9,361235,male
christopher_falchion,prime_earth,9,358028,male
christopher_freeman,earth_s,8,360903,male
christopher_freeman,new_earth,10,368997,male
christopher_freeman,scooby_doo_team_up,9,350854,male
christopher_freeman,the_brave_and_the_bold,9,351165,male
christopher_kent,earth_16,9,372287,male
christopher_pike,new_earth,9,364595,male
christopher_truelove,wildstorm_universe,6,352238,male
christopher_weiss,dc_extended_universe,11,360856,male
christopher_weiss,new_earth,8,366427,male
chroma,prime_earth,8,359340,non_binary
chronar,new_earth,3,350325,male
chronicler,prime_earth,4,354758,male
chrysalis,new_earth,15,358262,female
chrysalis_hunter,teen_titans_tv_series,7,354869,female
chthos_chthas_chthatis,new_earth,12,362607,male
chu_jiang_impostor,new_earth,4,355025,male
chu_jung_impostor,new_earth,5,350748,male
chuck_dodgson,arrowverse,8,354272,male
chuma,new_earth,8,351167,male
chun_yull,new_earth,9,367431,male
chun_yull,prime_earth,8,367778,male
chun_yull,the_brave_and_the_bold,7,352111,male
ciji,new_earth,9,356155,female
cil_gand,new_earth,8,366433,male
cilissa,new_earth,9,354983,female
cinderblock,lil_gotham,6,349128,male
cinderblock,new_earth,8,354409,male
cinderblock,new_teen_titans_shorts,9,352091,male
cinderblock,teen_titans_tv_series,11,358334,male
cinderella,fables,11,356359,female
cindy_burman,new_earth,11,362021,female
cindy_burman,stargirl_tv_series,8,361782,female
cindy_carson,earth_four,4,348153,female
cinnamon_ii,new_earth,11,359112,female
cir_el,futuresmiths,11,403554,female
circadia_senius,pre_zero_hour,9,351708,male
circe,created_equal,6,345765,female
circe,dc_legends,9,356079,female
circe,dc_universe_online,11,361537,female
circe,dcau,9,362628,female
circe,earth_one,9,356038,female
circe,earth_s,9,353761,female
circe,earth_two,9,357376,female
circe,flashpoint_timeline,7,350943,female
circe,future_state,9,356143,female
circe,justice_league_action,10,356816,female
circe,new_earth,10,407095,female
circe,prime_earth,9,385622,female
circe_the_tattooist,new_earth,9,353140,female
cissie,izombie_tv_series,8,358006,female
citizen_abra,dc_universe_online,8,351111,male
citizen_abra,earth_5_8,6,358707,male
citizen_abra,new_earth,11,408435,male
citizen_abra,prime_earth,8,366111,male
citizen_abra,the_brave_and_the_bold,7,352640,male
citrina,amethyst_shorts,7,351951,female
citrina,new_earth,7,351452,female
claire,izombie,7,351677,female
claire_clover,prime_earth,9,369613,female
claire_selton,dcau,9,359804,female
clancy_johnson,new_earth,10,360360,male
clarathea,fables,8,350626,female
clarc_kent_son,earth_1927,8,370064,male
clarence_charles_batson_v,prime_earth,9,369953,male
clarence_mcmullen,new_earth,7,348951,male
clarence_shearson,new_earth,7,357817,male
clarence_tuland,new_earth,4,348482,male
clarice_coeur,new_earth,5,347278,female
clarice_sackville,prime_earth,8,363047,female
clarice_winston,new_earth,8,353175,female
clark_dreiberg,watchmen,8,360742,male
clark_kant,tiny_titans,7,369476,male
clark_kent,1941_superman_cartoons,14,366804,male
clark_kent,amalgam_universe,9,377479,male
clark_kent,antimatter_universe,9,390643,male
clark_kent,earth_23,10,356757,male
clark_kent,last_son_of_earth,10,362693,male
clark_kent,lois_lane_s_super_dream,13,358835,male
clark_kent,secret_identity,11,359052,male
clark_wayne,earth_3839,9,367504,male
claudio_tielli,new_earth,7,348324,male
clawster,new_earth,6,355679,male
clay_irons,new_earth,10,365686,male
clay_irons,prime_earth,8,360533,male
clay_ramsay,prime_earth,9,361593,male
clay_stoner,new_earth,11,372787,male
clayface,earth_1,8,354063,male
clayface,earth_19,10,355308,male
clayface,earth_5_8,10,351839,male
clayface,earth_9,5,349380,male
clayface,flashpoint_paradox,9,349791,male
clayface,harley_quinn_tv_series,14,376927,male
clayface,teen_titans_go_tv_series,6,347330,male
clayface,the_new_order,8,348917,male
clayface,tiny_titans,11,357766,male
clayface_s_hand,harley_quinn_tv_series,5,350311,male
clayton_h_maure,wildstorm_universe,9,361652,male
clement_tyme,new_earth,5,360770,male
cleric,new_earth,7,357101,male
clifford_battles,earth_one,6,350570,male
clifford_devoe,arrowverse,6,374555,male
clifford_devoe,new_earth,11,372694,male
clifford_devoe,prime_earth,7,355753,male
clifford_steele,danny_s_dream,6,357021,male
clifford_steele,doom_patrol_shorts,11,369449,male
clifford_steele,doom_patrol_tv_series,8,385255,male
clifford_steele,earth_16,8,362292,male
clifford_steele,earth_5_8,10,352541,male
clifford_steele,justice,13,353759,male
clifford_steele,new_earth,8,393686,male
clifford_steele,prime_earth,10,403832,male
clifford_steele,teen_titans_tv_series,12,357050,male
clifford_steele,time_in_goliath,9,363402,male
clifford_steele,tiny_titans,10,353013,male
clifford_steele_doppelganger,new_earth,13,370870,male
clifford_zmeck,new_earth,10,410443,male
clio,new_earth,9,357557,female
clio,prime_earth,9,357430,female
clive_yorkin,arrowverse,9,353287,male
clive_yorkin,new_earth,7,353691,male
clock_king_ii,new_earth,8,353493,male
clock_king_iii,prime_earth,10,359800,male
clonus,pre_zero_hour,8,355372,male
clotho,arrowverse,8,372228,female
clotho,earth_1,7,350986,female
clotho,new_earth,7,352426,female
cloud_9,prime_earth,7,356824,female
cloudburst,new_earth,5,350539,male
clownface,prime_earth,11,355974,male
clyde_mardon,arrowverse,7,358247,male
clytemnestra,prime_earth,7,356165,female
coach_humphreys,prime_earth,8,353278,male
cobalt_blue,future_state,7,354368,male
cobi,new_earth,8,368235,male
cobi,prime_earth,8,357810,male
cody_barrow,prime_earth,7,354941,male
cody_driscoll,new_earth,12,375406,male
coil,dakotaverse,12,361133,female
coil,new_earth,4,349166,male
cold_warrior,new_earth,7,350584,male
coldsnap,new_earth,7,351622,male
coldsnap,prime_earth,8,354682,male
coldsnap,thunder_lightning_shorts,10,353627,male
cole_cash,futures_end,10,356671,male
cole_cash,prime_earth,11,393753,male
cole_cash,wildstorm_universe,11,415176,male
colin,fables,5,351404,male
colin_brandywine,new_earth,8,352162,male
colin_nomi,prime_earth,6,357062,male
colin_wilkes,lil_gotham,9,354933,male
colin_wilkes,new_earth,10,355944,male
collector,dark_multiverse,8,354958,male
collector_of_worlds,earth_16,8,362951,male
collins,enigma,6,367256,male
colonel,wildstorm_universe,7,355798,male
colonel_glory,new_earth,8,353945,male
colonel_koslov,earth_one,5,368715,male
coltrane_walker,new_earth,8,353374,male
comet,dark_multiverse,5,351389,male
comet,dc_super_hero_girls,9,390241,male
comet,tiny_titans,9,358139,male
commius,prime_earth,7,358368,male
composite_superman,tiny_titans,10,358984,male
composite_swamp_thing,prime_earth,14,363528,male
computo,pre_zero_hour,9,356034,male
computo,prime_earth,7,356556,male
comrade_grodd,amalgam_universe,8,348625,male
condo_arlik,pre_zero_hour,13,385224,male
condor,prime_earth,9,362334,male
congorilla,flashpoint_timeline,10,351083,male
congorilla,new_earth,8,359118,male
congorilla,prime_earth,7,352870,male
connor_hawke,earth_2,5,382655,male
connor_hawke,new_earth,12,390177,male
connor_lance_queen,injustice,8,355390,male
conrad_carapax,new_earth,7,358999,male
conscience,earth_two,4,348410,female
consivia,new_earth,8,357442,female
constance_d_aramis,new_earth,9,364576,female
constant,prime_earth,5,357539,male
construct,new_earth,8,361722,genderless
control_freak,teen_titans_tv_series,12,361612,male
cooler,wildstorm_universe,10,355063,female
coombs,prime_earth,7,358883,male
copper,new_earth,10,355697,female
copper,prime_earth,7,354647,female
copperhead,arkhamverse,11,360536,female
copperhead,dcau,7,361051,male
copperhead,lego_batman,8,353411,male
copperhead,new_earth,12,381883,male
copperhead,prime_earth,9,370047,male
copperhead_ii,prime_earth,8,374907,female
cora,new_earth,11,373841,female
coral,earth_16,9,352896,female
cord_dexter_lemoyne,wildstorm_universe,10,362912,male
corinna_stark,new_earth,7,359551,female
corinthian,new_earth,5,355576,male
corla_tavo,earth_one,7,358613,female
cornelius_stirk,new_earth,9,360559,male
cornelius_stirk,prime_earth,6,351765,male
corsar_thal,prime_earth,8,359155,male
corum_rath,prime_earth,10,403231,male
cory_wilks,prime_earth,5,352332,male
cossack,new_earth,8,355951,male
cottonmouth,prime_earth,7,352148,male
couch,teen_titans_go_tv_series,8,348459,male
count_berlin,new_earth,8,363642,male
count_berlin,prime_earth,9,365009,male
count_crystal,earth_one,6,355632,male
count_drako,new_earth,9,354619,male
count_of_conquest,earth_two,8,355727,male
courtney_mason,new_earth,10,382262,female
courtney_whitmore,arrowverse,10,362481,female
courtney_whitmore,dcau,9,355700,female
courtney_whitmore,earth_33,4,346774,female
courtney_whitmore,earth_7,4,347214,female
courtney_whitmore,lego_batman,10,364750,female
courtney_whitmore,new_earth,9,386124,female
coyote,dc_animated_movie_universe,7,353178,male
coyote,earth_5_8,6,353614,male
coyote,prime_earth,9,359113,male
coyote_old_man,ghostdancing,5,361054,male
crackle,new_earth,7,348217,male
cradle,prime_earth,10,352842,male
craig_wallace,earth_abc,8,356451,male
crash,earth_c_minus,3,347328,male
crassus,new_earth,7,357995,male
crazy_quilt,prime_earth,7,356047,male
crazy_shy_lolita_canary,new_earth,12,353690,female
crazyface,new_earth,8,351368,male
creed_phillips,earth_one,8,355939,male
creed_quinn,amalgam_universe,9,350962,male
creeper,prime_earth,11,369561,male
crimson,dakotaverse,8,349028,male
crimson_centipede,earth_one,6,350598,male
crimson_claw,quality_universe,7,348017,male
crimson_fox,powerless,4,348961,female
crimson_fox,prime_earth,7,356582,female
crimson_fox_iii,new_earth,9,349024,female
crisis,just_imagine,8,358773,male
cronus,prime_earth,8,359783,male
cross_christina,new_earth,9,353903,female
cross_williams,new_earth,6,357731,male
crosscut,prime_earth,8,348839,male
crow,deadman_shorts,8,348056,male
crucifer,arrowverse,6,361078,male
crucifer,new_earth,6,363670,male
crumb,tiny_titans,10,352811,male
crush,prime_earth,6,349251,female
crybaby_carl,izombie_tv_series,9,357895,male
cryll,new_earth,6,349164,male
crystal_creature,new_earth,7,359939,male
crystal_frost,dc_animated_movie_universe,11,378236,female
crystal_frost,earth_16,11,356038,female
crystal_frost,earth_5_8,11,356405,female
crystal_frost,new_earth,11,383756,female
crystallar,earth_two,8,357227,male
curator,new_earth,9,353019,male
curse,new_earth,5,356716,male
curtis_eisenmann,new_earth,5,360280,male
curtis_knox,smallville,8,358944,male
curtis_lim,izombie_tv_series,9,357095,male
curtis_metcalf,dakotaverse,8,393726,male
