character,universe,prop_count,page_length,gender
lord_amethyst,new_earth,9,353059,male
lord_aquamarine,new_earth,7,355239,male
lord_beast,fables,10,354850,male
lord_beyond_the_void,prime_earth,5,366953,male
lord_crash,prime_earth,7,348884,male
lord_damyn,earth_one,7,355034,male
lord_diamond,new_earth,8,351253,male
lord_emerald,new_earth,7,350780,male
lord_garnet,new_earth,8,355403,male
lord_havok,earth_8,7,357284,male
lord_havok,new_earth,12,363426,male
lord_malvolio,new_earth,7,358991,male
lord_moonstone,new_earth,7,350999,male
lord_naga,earth_22,5,348579,male
lord_of_the_dance,new_earth,6,362732,male
lord_ruby,new_earth,8,352408,male
lord_thalon,antimatter_universe,6,355421,male
lord_topaz,new_earth,8,353059,male
lord_volt,earth_48,6,349849,male
lorelei_circe,batman_1966_tv_series,6,357140,female
lorelei_i,new_earth,4,352663,female
lorena_marquez,earth_16,8,352478,female
lorena_marquez,new_earth,10,372804,female
lorena_marquez,titans_tomorrow,9,366584,female
lori,dark_multiverse,6,358951,female
lori_lemaris,earth_149,9,357206,female
lori_lemaris,earth_16,8,354043,female
lori_lemaris,earth_one,12,406756,female
lori_lemaris,new_earth,9,366098,female
lori_luthor,new_earth,9,351871,female
lori_zechlin,earth_5_8,8,355478,female
lori_zechlin,new_earth,11,369437,female
lori_zechlin,prime_earth,12,376312,female
lori_zechlin,scooby_doo_team_up,7,349922,female
loria,new_earth,9,352182,female
lorraine_reilly,new_earth,10,398003,female
lotion_the_cat,prime_earth,9,360498,male
louie_the_lilac,batman_1966_tv_series,9,357057,male
louis_dubois,earth_one,7,366326,male
louis_martin,new_earth,8,354991,male
louise_lincoln,arkhamverse,10,359759,female
louise_lincoln,harley_quinn_tv_series,10,351315,female
louise_lincoln,injustice,8,359366,female
louise_lincoln,lego_batman,14,356292,female
louise_lincoln,new_earth,10,405418,female
louise_lincoln,prime_earth,9,364142,female
louise_lincoln,the_brave_and_the_bold,6,356891,female
louise_marino,earth_8,5,354103,female
lourdes_lucero,new_earth,9,365563,female
lowell_tracey,izombie_tv_series,7,351085,male
luand_r,new_earth,11,355105,female
luca_loletti,wildstorm_universe,6,355862,male
lucas_carr,new_earth,10,386787,male
lucas_elrod,earth_one,9,353621,male
lucas_fox,arrowverse,8,362961,male
lucas_trent,the_wild_storm,9,362241,male
lucia,new_earth,7,355748,female
lucia_hyde,prime_earth,8,365450,female
lucian_crawley,earth_5_8,6,354129,male
lucien,new_earth,7,361871,male
lucien,prime_earth,7,354941,male
lucien_gates,prime_earth,11,362515,male
lucifar,new_earth,8,368870,male
lucifer_morningstar,dark_genesis,7,375168,male
lucifer_morningstar,lucifer_tv_series,9,390805,male
lucifer_morningstar,new_earth,9,412192,male
lucifer_morningstar,prime_earth,8,430187,male
lucifer_rofocale,constantine_movie,6,379087,male
lucinda_radama,just_imagine,11,358033,female
lucius_funk,new_earth,9,355463,male
lucius_reynolds,prime_earth,7,355581,male
lucy,wildstorm_universe,7,357451,female
lucy_and_ethel_the_hyenas,dc_super_hero_girls_tv_series,11,355115,female
lucy_arrows,wildstorm_universe,8,354247,female
lucy_lane,new_earth,10,407056,female
luftwaffe,new_earth,8,351109,male
luke_hames,new_earth,6,349384,male
luke_mcdunnagh,injustice,7,354533,male
luke_o_brian,earth_22,5,349000,male
luke_o_brian,new_earth,10,363214,male
luke_o_brian,prime_earth,10,355662,male
luke_o_brian,tiny_titans,7,354615,male
luma_lynai,earth_one,9,350871,female
luma_lynai,prime_earth,7,348678,female
lumi,fables,11,357280,female
lumiun,new_earth,5,349945,male
lump,new_earth,12,373813,male
lump,prime_earth,9,376146,male
lunkhead,beware_the_batman,8,351208,male
lunkhead,new_earth,7,351921,male
luornu_durgo,batman_1966_tv_series,10,354243,female
luornu_durgo,dcau,11,353223,female
luornu_durgo,earth_prime,13,358695,female
luornu_durgo,future_state,10,359095,female
luornu_durgo,legion_of_super_heroes_tv_series,9,385333,female
luornu_durgo,post_rebirth,10,358716,female
luornu_durgo,post_zero_hour,11,362875,female
luornu_durgo,pre_zero_hour,14,389603,female
luornu_durgo,sw6,8,380477,female
lupe,new_earth,6,346586,female
lupek,new_earth,9,352714,male
lurgo,new_earth,9,359605,male
lurlan_dupo,new_earth,10,351649,male
lust_son_of_trigon,new_earth,10,356567,male
luta,izombie_tv_series,9,359232,male
lutessa_luthor,smallville,9,421350,female
luthor_el,earth_3,12,358819,male
lutor,earth_1927,4,357342,male
lx_15,smallville,8,377212,male
lyana,new_earth,9,356674,female
lycus,new_earth,7,357394,male
lydda_jath,earth_forty_seven,6,362245,female
lydda_jath,earth_prime,9,353745,female
lydda_jath,pre_zero_hour,12,370384,female
lydea_mallor,new_earth,10,357910,female
lydia,new_earth,7,358365,female
lyla,new_earth,8,366541,female
lyla_michaels,arrowverse,9,368062,female
lyla_michaels,pre_crisis,10,374371,female
lyla_michaels,superman_batman,10,351258,female
lyle_bolton,arrowverse,6,351771,male
lyle_norg,dcau,10,353418,male
lyle_norg,earth_prime,14,383936,male
lyle_norg,post_rebirth,9,354059,male
lyle_norg,post_zero_hour,12,391368,male
lyle_norg,pre_zero_hour,13,381255,male
lyle_norg,sw6,8,378658,male
lynn_stewart,black_lightning_tv_series,10,361380,female
lynx_ii,new_earth,9,360392,female
lyrissa_mallor,new_earth,10,359540,female
lyssa_drak,new_earth,9,365451,female
lyssa_drak,prime_earth,11,362137,female
m1dn1ght,prime_earth,6,353607,female
m_a_x,tiny_titans,10,350241,genderless
m_bulaze,new_earth,10,352315,male
m_bulaze,super_friends,9,350928,male
m_comm_m_orzz,earth_16,10,379511,male
m_gann_m_orzz,dc_legends,13,379785,female
m_gann_m_orzz,dc_super_hero_girls,13,378466,female
m_gann_m_orzz,dcau,11,382362,female
m_gann_m_orzz,earth_16,10,395085,female
m_gann_m_orzz,lego_batman,13,389954,female
m_gann_m_orzz,new_earth,16,402925,female
m_gann_m_orzz,prime_earth,13,395101,female
m_gann_m_orzz,smallville,12,380575,female
m_gann_m_orzz,the_new_order,11,375268,female
m_gann_m_orzz,tiny_titans,13,381707,female
m_gann_m_orzz,titans_tomorrow,14,399120,female
m_nagalah,dc_legends,5,346828,genderless
m_nagalah,new_earth,7,363069,genderless
m_r_r,feral_man_of_steel,7,354093,female
m_yri_ah,crisis_on_two_earths,13,378271,female
m_yri_ah,dcau,12,377567,female
m_yri_ah,the_brave_and_the_bold,9,376954,female
m_yri_ah_j_onzz,dc_legends,7,373337,female
m_yri_ah_j_onzz,new_earth,12,379012,female
m_yri_ah_j_onzz,prime_earth,12,379172,female
m_yri_ah_j_onzz,smallville,13,380751,female
m_yrnn_j_onzz,new_earth,9,378843,male
ma_alefa_ak,prime_earth,12,390039,male
ma_alefa_ak,the_brave_and_the_bold,8,378904,male
ma_alefa_ak_j_onzz,doom,11,384783,male
ma_alefa_ak_j_onzz,new_earth,12,386092,male
maaldor,earth_one,7,356661,male
maash,new_earth,10,355445,male
macaria,new_earth,8,357006,female
mace_gardner,new_earth,8,356824,male
machinehead,earth_8,6,351945,male
macho_gato,new_earth,7,350143,male
macro_man,new_earth,4,379297,male
mad_harriet,new_earth,15,376952,female
mad_harriet,prime_earth,13,377624,female
mad_harriet,superman_batman,12,356226,female
mad_hettie,new_earth,5,348579,female
madame_atom,prime_earth,7,352479,female
madame_banshee,amalgam_universe,10,352267,male
madame_langrock,prime_earth,10,357645,female
madame_rouge,teen_titans_tv_series,12,361461,female
madame_xanadu,just_imagine,9,357033,female
madame_zodiac,new_earth,6,357168,female
maddie_van_horn,smallville,9,350845,female
maddy,fables,10,351648,female
madeleine_arbogast,new_earth,6,355934,female
madness,new_earth,8,350881,male
maduvu,new_earth,7,353623,male
maelstrom,new_earth,12,391889,female
maelstrom,prime_earth,8,361925,female
maeve,warbringer,9,375917,female
magaan_van_n,new_earth,8,368404,male
magala,new_earth,9,360079,female
magala,prime_earth,10,379567,female
magali,prime_earth,8,352482,female
magda,new_earth,8,358373,female
magda,wonder_woman_tv_series,8,351414,female
mageddon,new_earth,4,369199,genderless
maggie,prime_earth,8,365387,female
maggie_mxyzptlk,new_earth,8,349739,female
magnar,new_earth,10,367304,male
magnesium,prime_earth,8,352775,male
magnificus_sivana,earth_5,10,368257,male
magno_ii,new_earth,7,347226,male
magog,earth_22,9,359498,male
magog,quality_universe,9,354461,male
magus,earth_one,6,352001,male
magus,prime_earth,7,367101,male
magus_eximus,new_earth,5,348610,male
mai_miyazaki,new_earth,8,356698,female
maia,new_earth,9,354330,female
mainline,new_earth,9,351344,male
maj_ar,the_coming_of_the_supermen,10,375046,male
majestrate,wildstorm_universe,8,355464,male
majestros,wildstorm_universe,11,442901,male
majistra,new_earth,9,371193,female
majistra,prime_earth,10,373955,female
major_force,prime_earth,9,366626,male
major_lilywhite,izombie_tv_series,8,362404,male
major_max,earth_8,8,350082,female
major_mynah,earth_one,9,354014,male
mako,vertigo_universe,5,364141,male
mala,dcau,7,373247,female
mala,earth_1,9,379096,female
mala,earth_one,12,362071,female
mala,earth_two,12,360993,female
mala,injustice,12,359048,female
mala,new_earth,13,360418,female
mala,prime_earth,10,351340,female
mala_ii,earth_two,9,369691,male
mala_of_bana_mighdall,new_earth,10,354885,female
malagigi,earth_one,10,354587,male
malavar,flashpoint_timeline,9,348746,male
malchior,teen_titans_tv_series,7,362132,male
malcolm_duncan,new_earth,11,374478,male
malcolm_duncan,prime_earth,8,360419,male
malcolm_king,wildstorm_universe,11,361433,male
malcolm_merlyn,arrowverse,8,417105,male
malcolm_thawne,new_earth,11,368211,male
malhedron,prime_earth,9,379847,male
malice,arrowverse,7,364665,male
malice_vundabar,new_earth,7,366492,female
malik_al_thaka,new_earth,4,349301,male
mallah,earth_16,10,362293,male
mallah,new_earth,11,386277,male
mallah,prime_earth,12,369956,male
malleus,dakotaverse,9,392535,male
mallory_drake,quality_universe,7,355407,male
malware,prime_earth,6,356161,genderless
mama_bear,fables,8,349688,female
mama_leone,izombie_tv_series,10,359528,female
mamaragan,prime_earth,13,387012,male
mammon,constantine_movie,9,367742,male
mammon,new_earth,10,358177,male
mammoth_miss,earth_one,9,349924,female
mammoth_mutt,earth_one,9,350871,male
mammoth_mutt,krypto_the_superdog,11,355500,female
mammotha,earth_two,7,349726,male
man_ape,earth_one,7,352169,male
man_o_war,new_earth,9,376593,male
man_of_the_ages,earth_s,6,351216,male
manann_n_mac_lir,prime_earth,10,374542,male
manchester_black,new_earth,11,394138,male
manchester_black,prime_earth,11,370667,male
manchester_black,superman_vs_the_elite,8,362717,male
manco_capac,just_imagine,4,378393,male
mandelbrat,dakotaverse,8,349796,female
mandred,new_earth,11,362365,male
maneater,dakotaverse,5,347928,male
manga_khan,new_earth,10,364498,male
mangar_kunjer_kunja,prime_earth,7,350718,male
mango,earth_two,4,350507,male
manitou_dawn,new_earth,10,365856,female
manitou_dawn,prime_earth,8,353373,female
manitou_raven,new_earth,11,375410,male
manlius,earth_two,8,353146,male
manno,earth_124_1,7,373664,male
manny,arrowverse,9,372186,male
manny,doom_patrol_tv_series,7,361453,male
manny_humphries,impact,8,349726,male
mano,dcau,7,359930,male
mano,legion_of_super_heroes_tv_series,6,348796,male
mano,post_zero_hour,8,350828,male
mano,pre_zero_hour,9,357226,male
mano,scooby_doo_team_up,8,354288,male
manticore,dceased,9,356770,male
manticore_ii,new_earth,5,367059,male
manticore_iii,new_earth,5,353607,male
mantis,dcau,9,373663,male
mantis,earth_16,9,368121,male
mantis,new_earth,14,381687,male
mantis,prime_earth,9,359813,male
manuel_cabral,new_earth,7,351591,male
manuel_lago,prime_earth,9,359254,male
mar_i_grayson,earth_22,10,361330,female
mar_novu,arrowverse,8,385897,male
mar_novu,sixth_dimension,9,375157,male
mara,new_earth,8,357767,female
marak_russen,post_zero_hour,6,354036,male
marak_russen,pre_zero_hour,12,360688,male
marauder_ii,new_earth,8,357121,male
marc_slayton,the_wild_storm,5,358051,male
marc_slayton,wildstorm_universe,10,383316,male
marcel_ollie,prime_earth,6,354239,male
marcello_panetti,arrowverse,9,369545,male
march,new_earth,7,352999,male
marchosias,arrowverse,8,358974,male
marcia_hargis,new_earth,8,375179,female
marco_mardon,prime_earth,12,371362,male
marcus,hex_timeline,2,347486,male
marcus_aelius,earth_16,6,353488,male
marcus_aelius,new_earth,9,394991,male
marcus_bishop,black_lightning_tv_series,11,353068,male
marcus_robbins,earth_1,9,363016,male
marcus_tiberius,new_earth,9,358389,male
marcy,izombie_tv_series,11,360551,female
mareena,dcau,12,391116,female
mareena,hush_beyond,10,385060,female
marella,earth_2,9,387303,female
margaret_carle,new_earth,8,370447,female
margaret_pye,injustice,9,354124,female
margaret_pye,prime_earth,10,367762,female
margaret_sorrow,beware_the_batman,9,358786,female
margaret_thoreaux,smallville,8,364005,female
margo_webster,quality_universe,8,353331,female
margot,arrowverse,11,360307,female
margot_montgomery,justice_league_action,8,359726,female
margoth,prime_earth,7,352836,male
marguerita_covas,new_earth,9,352067,female
mari,dc_bombshells,9,360143,female
mari_mccabe,arrowverse,10,366668,female
mari_mccabe,dcau,9,361732,female
mari_mccabe,injustice,7,361673,female
mari_mccabe,justice_league_action,7,350260,female
mari_mccabe,lego_batman,9,361865,female
mari_mccabe,new_earth,10,419680,female
mari_mccabe,prime_earth,10,391506,female
mari_mccabe,teen_titans_go_tv_series,9,356140,female
maria_constantine,vertigo_universe,6,368932,female
maria_de_guzman,impact,11,357867,female
maria_mendoza,just_imagine,9,370335,female
maria_mooney,gotham,8,362800,female
maria_salvaje,prime_earth,10,360577,female
marian_drews,white_knight,10,364447,female
marid,prime_earth,9,351755,male
marie_l_angell,preacher,9,353745,female
marie_logan,earth_16,9,353378,female
marij_n_bek,new_earth,9,355733,female
mario_calvi,gotham,9,362288,male
marita,new_earth,8,356775,female
maritza_blackbird,wildstorm_universe,10,369890,female
marius_dimeter,new_earth,7,359645,male
mark_antaeus,new_earth,11,362323,male
mark_blaine,arrowverse,9,361536,male
mark_desmond,dcau,12,359445,male
mark_desmond,earth_16,12,360476,male
mark_desmond,new_earth,11,396328,male
mark_desmond,prime_earth,12,363104,male
mark_desmond,the_brave_and_the_bold,9,352944,male
mark_erdel,earth_one,9,354866,male
mark_mardon,arrowverse,8,357973,male
mark_mardon,dc_universe_online,7,359067,male
mark_mardon,injustice,9,358397,male
mark_mardon,new_earth,12,376675,male
mark_merlin,new_earth,7,362039,male
mark_merlin,prime_earth,6,351190,male
mark_moonrider,futures_end,9,366696,male
mark_moonrider,new_earth,11,378438,male
mark_moonrider,prime_earth,9,365511,male
mark_richards,flashpoint_paradox,8,354116,male
mark_richards,flashpoint_timeline,7,348219,male
mark_richards,new_earth,9,369567,male
mark_richards,prime_earth,9,359240,male
mark_richards,the_brave_and_the_bold,7,352291,male
mark_scheffer,new_earth,10,369618,male
mark_scheffer,prime_earth,8,355558,male
mark_shaw,new_earth,11,384820,male
mark_shaw,prime_earth,9,388395,male
markot_five,new_earth,11,356634,male
markus_clay,new_earth,10,364166,male
marlene_simmonds,new_earth,9,377987,female
marlene_simmonds,prime_earth,6,358936,female
marlene_simmonds,the_nail,8,348353,female
maro_ito,prime_earth,8,355749,male
mars,earth_four,9,357297,male
mars,new_earth,8,353355,male
marshal,earth_one,10,383701,male
marsosh,new_earth,5,347854,male
marta,new_earth,7,356606,female
marta_of_thronn,prime_earth,6,352431,female
martha_roberts,earth_1,11,351374,female
martha_roberts,new_earth,9,352083,female
martha_roberts,quality_universe,11,358732,female
martian,earth_1,5,371665,male
martian_manhunter_ii,future_state,7,359255,male
martin_allard,new_earth,8,366265,male
martin_berger,dakotaverse,8,367524,male
martin_phillips,new_earth,7,354512,male
martin_scaponi,dakotaverse,9,357252,male
martin_stein,arrowverse,9,378945,male
martin_stein,dc_legends,8,372394,male
martin_stein,earth_3,9,376819,male
martin_stein,injustice,8,368788,male
martin_stein,justice_league_action,10,361987,male
martin_stein,last_christmas,8,371698,male
martin_stein,new_earth,9,389767,male
martin_van_wyck,new_earth,12,373957,male
martina_dementieva,prime_earth,8,362042,female
marto,quality_universe,8,351865,male
marva_psycho,earth_two,9,354624,female
marvin_noronsa,new_earth,9,360165,male
mary_ann_hoyt,new_earth,6,362802,female
mary_batson,dc_super_hero_girls,9,349236,female
mary_batson,dcau,10,379821,female
mary_batson,earth_22,9,374879,female
mary_batson,earth_5,10,369765,female
mary_batson,earth_5,10,358460,female
mary_batson,earth_s,13,376034,female
mary_batson,justice,12,363425,female
mary_batson,kid_super_power_hour,6,358453,female
mary_batson,magic_of_shazam,10,369494,female
mary_batson,new_earth,10,415700,female
mary_batson,tiny_titans,8,356259,female
mary_bromfield,dc_extended_universe,9,371623,female
mary_bromfield,prime_earth,11,386636,female
mary_martin,arrowverse,7,367844,female
mary_martin,new_earth,8,369083,female
mary_maxwell,just_imagine,12,370083,female
mary_michaels,dcau,8,361417,female
mary_michaels,futures_end,7,360126,female
mary_pierson,smallville,9,351157,female
mary_seward,new_earth,10,383438,female
mary_seward,prime_earth,9,399912,female
mary_tanner,new_earth,9,353782,female
mary_turner,prime_earth,12,387107,female
mary_worth,prime_earth,9,356712,female
marya,earth_two,9,358696,female
marya_pai,pre_zero_hour,9,359029,female
maryam_luqman,black_lightning_tv_series,8,351511,female
mas_y_menos,new_earth,7,353595,male
mas_y_menos,new_teen_titans_shorts,7,350006,male
mas_y_menos,teen_titans_go_tv_series,7,357591,male
mas_y_menos,teen_titans_tv_series,8,359173,male
mas_y_menos,tiny_titans,8,353934,male
maseo_yamashiro,new_earth,8,357491,male
mashenka_medviedenko,new_earth,12,354764,female
masked_one,earth_two,7,354944,male
masquerade,dakotaverse,7,363005,male
massacre,new_earth,10,363603,male
master_man_i,earth_s,7,354163,male
master_man_ii,earth_s,5,349159,male
master_of_games,teen_titans_tv_series,9,362212,male
master_shoju,new_earth,5,369711,male
mastermind,filmation_adventures,4,352099,male
mastrocola,prime_earth,10,397131,male
matatoa,new_earth,10,355278,male
match,earth_16,8,378199,male
matris_ater_clementia,new_earth,9,364481,female
matrix,earth_22,5,347773,female
matrix,pocket_universe,10,403349,female
matrix,wings,9,349747,female
matrix_prime,new_earth,6,356271,genderless
matthew_bland,prime_earth,6,361967,male
matthew_cable,new_earth,7,376393,male
matthew_cable,prime_earth,9,370218,male
matthew_callahan,gen_13_movie,7,354848,male
matthew_callahan,wildstorm_universe,10,367859,male
matthew_hagen,batman_unlimited,7,349870,male
matthew_hagen,dcau,11,374208,male
matthew_hagen,earth_148,6,348747,male
matthew_hagen,earth_16,9,362530,male
matthew_hagen,justice,15,356654,male
matthew_hagen,new_adventures_of_batman,10,354804,male
matthew_hagen,new_earth,11,368262,male
matthew_kim,arrowverse,9,355447,male
matthew_norvock,arrowverse,10,359146,male
matthew_o_connor,wildstorm_universe,9,358122,male
matthew_ryder,armageddon_2_1,12,370270,male
matthew_ryder,dcau,8,357181,male
matthew_ryder,new_earth,10,363998,male
matthew_stuart,new_earth,9,369216,male
matthew_tyler,new_earth,10,376642,male
maurice_boviere,prime_earth,8,357405,male
mawu,new_earth,7,351715,female
mawzir,new_earth,8,352815,male
mawzir,prime_earth,11,359655,male
max_castle,new_earth,6,363144,male
max_faraday,wildstorm_universe,5,365039,male
max_mercury,dceased,11,365858,male
max_mercury,future_state,11,367950,male
max_mercury,new_earth,11,383535,male
max_mercury,prime_earth,9,366524,male
max_mercury,smallville,4,347006,male
max_mercury,titans_tomorrow,11,362958,male
max_roboto,batman_in_bethlehem,5,351293,male
max_thrane,prime_earth,6,352340,male
maxima,dcau,7,360308,female
maxima,new_earth,9,376163,female
maxima,prime_earth,9,397483,female
maxima,smallville,7,355372,female
maxima_ii,prime_earth,8,356403,female
maxine_baker,prime_earth,9,385554,female
maxine_hunkel,earth_22,8,350148,female
maxine_hunkel,new_earth,12,371067,female
maxine_hunkel,prime_earth,10,354446,female
maxine_manchester,wildstorm_universe,9,386414,female
maxivermis_mind,prime_earth,11,376699,male
maxwell_burns,wildstorm_universe,9,359302,male
maxwell_crandall,flashpoint_timeline,6,359664,male
maxwell_jensen,earth_one,14,393793,male
maxwell_jensen,justice,14,360714,male
maxwell_lord,dc_extended_universe,8,371183,male
maxwell_lord,smallville,9,356880,male
maxwell_lord_iv,new_earth,9,417155,male
maxwell_lord_iv,prime_earth,11,414737,male
maxwell_williams,new_earth,10,354882,male
may_marigold,earth_one,9,351432,female
maya_ducard,prime_earth,8,363252,female
maya_of_the_dryads,new_earth,8,356439,female
maya_royko,wildstorm_universe,11,360890,female
mayflower,new_earth,11,353470,female
mayfly,new_earth,9,356810,female
mazikeen,lucifer_tv_series,9,365400,female
mazikeen,new_earth,8,365444,female
mazikeen,prime_earth,8,359969,female
mazita,new_earth,8,355228,female
mazra_p_thrall_ii,prime_earth,5,352770,female
mcg,futures_end,8,355130,male
meanstreak,new_earth,6,352895,female
meantime,wildstorm_universe,8,358024,male
mecha_boi,teen_titans_tv_series,8,351356,male
mecha_manta,prime_earth,7,357981,male
mechanikat,krypto_the_superdog,7,351549,male
meda,new_earth,8,356086,female
medphyll,new_earth,11,377777,male
medusa,dc_animated_movie_universe,7,360509,female
medusa,dc_universe_online,11,354715,female
medusa,dcau,12,352673,female
medusa,earth_1,8,353752,female
medusa,earth_5_8,9,349233,female
medusa,new_earth,10,367544,female
medusa,prime_earth,11,365687,female
meena_dhawan,prime_earth,7,381784,female
megaera,new_earth,4,351956,female
megan,wildstorm_universe,8,357451,female
megan_boyer,prime_earth,7,362503,female
mei_ling,prime_earth,10,357853,female
meihui_lan,flashpoint_timeline,6,348440,female
mekanique,new_earth,11,375018,female
mekt_ranzz,earth_prime,9,363550,male
mekt_ranzz,legion_of_super_heroes_tv_series,10,385904,male
mekt_ranzz,post_zero_hour,8,356973,male
mekt_ranzz,pre_zero_hour,12,393224,male
melana,just_imagine,9,354389,female
melanie,earth_one,9,353363,female
melanippe,the_legend_of_wonder_woman,8,353197,female
melba_li,imaginary_fiends,7,353939,female
meleos,new_earth,7,359088,male
melissa,mystik_u,6,353404,female
melmoth,new_earth,8,359515,male
melmoth,prime_earth,5,349899,male
meloney_sutcliffe,wildstorm_universe,8,351197,female
melt,dakotaverse,9,351326,male
melvin,teen_titans_tv_series,9,355481,female
melvin_murgatroyd_xiv,earth_twelve,9,351144,male
memakata,new_earth,8,352817,female
menalippe,dc_extended_universe,10,361670,female
menalippe,injustice,10,358282,female
menalippe,new_earth,9,364296,female
menalippe,prime_earth,9,363585,female
mephisto_saturno,earth_two,6,376486,male
mer_man,earth_36,5,371175,male
mer_mite,earth_124_1,9,372701,male
mera,ame_comi,12,354902,female
mera,dc_animated_movie_universe,8,379530,female
mera,dc_bombshells,12,363048,female
mera,dc_extended_universe,10,382986,female
mera,dc_legends,11,358140,female
mera,dc_super_hero_girls,11,372942,female
mera,dc_universe_online,12,372871,female
mera,dcau,11,372249,female
mera,dceased,9,358537,female
mera,earth_16,12,377668,female
mera,flashpoint_paradox,11,374649,female
mera,flashpoint_timeline,13,381855,female
mera,future_state,11,364659,female
mera,futures_end,11,378132,female
mera,injustice,11,355405,female
mera,justice,13,351754,female
mera,lego_batman,11,369454,female
mera,new_earth,14,399856,female
mera,prime_earth,12,478667,female
mera,smallville,10,374130,female
mera,the_brave_and_the_bold,11,373160,female
mera,the_nail,13,348475,female
mera,tidebreaker,9,376642,female
mera,tiny_titans,12,363852,female
merc,new_earth,9,350331,female
merc,prime_earth,10,353569,female
mercury,earth_2,8,374932,male
mercury,earth_s,8,352043,male
mercury,justice,12,352312,male
mercury,metal_men_shorts,11,355220,male
mercury,new_earth,16,359144,male
mercury,prime_earth,11,358171,male
mercury,shazam_shorts,7,358984,male
mercury_girl,new_earth,13,355131,female
mercury_man,earth_35,3,348163,male
mercy,harley_quinn_tv_series,9,349888,female
mercy_graves,earth_16,6,353850,female
meredith_clatterbuck,prime_earth,8,356783,female
meridian_mychaels,new_earth,7,350355,female
merlin,a_tragedy,6,357716,male
merlin,dc_animated_movie_universe,6,346019,male
merlin,dc_legends,5,346550,male
merlin,dc_super_hero_girls,9,353741,male
merlin,dcau,7,347265,male
merlin,future_state,8,361023,male
merlin,just_imagine,9,348991,male
merlin,justice_league_action,9,353971,male
merlin,new_earth,9,389360,male
merlin,prime_earth,7,370277,male
merlin_ambrosius,the_brave_and_the_bold,7,355122,male
merlin_the_leopard,injustice,6,348066,male
merlin_the_leopard,new_earth,9,352797,male
merlin_the_leopard,prime_earth,8,352813,male
merlin_the_leopard,scooby_doo_team_up,9,350860,male
mermaid,earth_twelve,7,351621,female
merton_mcsnurtle,earth_c,6,350768,male
merton_mcsnurtle,tiny_titans,8,354509,male
mervyn_pumpkinhead,new_earth,8,352407,male
mervyn_pumpkinhead,prime_earth,8,355095,male
meta_ulnoor,legion_of_super_heroes_tv_series,7,349368,female
meta_ulnoor,pre_zero_hour,10,360358,female
metala,earth_two,8,375177,female
metallo,earth_29,8,354025,male
metallo,the_brave_and_the_bold,10,352134,male
metallo_of_krypton,earth_one,9,371008,male
metatron,new_earth,12,359451,male
metra,ame_comi,8,351483,female
metron,earth_1198,5,349414,male
metron,earth_16,9,353733,male
metron,new_earth,14,389911,male
metron,prime_earth,13,396699,male
metron,the_coming_of_the_supermen,10,372116,male
mi_sun_kwon,new_earth,9,355398,female
mica_kel,new_earth,7,378572,male
mica_love,new_earth,12,364959,female
micah_aven,post_zero_hour,4,345937,male
micah_flint,new_earth,10,362791,male
michael,lucifer_tv_series,8,359892,male
michael_amar,new_earth,10,366544,male
michael_carter,dc_legends,8,357236,male
michael_carter,dcau,11,354948,male
michael_carter,futures_end,8,348331,male
michael_carter,injustice,7,354564,male
michael_carter,justice_league_action,11,365472,male
michael_carter,lego_batman,11,363437,male
michael_carter,new_earth,13,419085,male
michael_carter,prime_earth,12,404644,male
michael_costner,new_earth,6,355400,male
michael_cray,the_wild_storm,8,370681,male
michael_cray,wildstorm_universe,12,376089,male
michael_demiurgos,new_earth,9,390769,male
michael_desai,flashpoint_timeline,7,365761,male
michael_drown,prime_earth,9,359677,male
michael_gallant,quality_universe,9,360813,male
michael_heller,wildstorm_universe,11,362635,male
michael_lane,arkhamverse,12,381106,male
michael_lane,lego_batman,10,372139,male
michael_lane,new_earth,11,419201,male
michael_lasky,new_earth,9,351638,male
michael_maxwell,dcau,8,355254,male
michael_maxwell,new_earth,9,368237,male
michael_maxwell,teen_titans_go_tv_series,5,349960,male
michael_maxwell,the_brave_and_the_bold,7,359508,male
michael_michaels,prime_earth,5,349649,male
michael_miller,new_earth,10,378684,male
michael_morgan,dcau,8,364082,male
michael_nazareth,the_nazz,7,357168,male
michael_norris,earth_one,9,353021,male
michael_ryer,new_earth,5,366378,male
michael_taylor,prime_earth,9,354944,male
michael_templesmith,wildstorm_universe,9,367893,male
michael_walker,superboy_tv_series,7,353220,male
michael_ward,earth_abc,7,350978,male
mick_rory,arrowverse,9,394481,male
mick_rory,dc_universe_online,8,357407,male
mick_rory,dcau,5,360584,male
mick_rory,flashpoint_paradox,8,353452,male
mick_rory,flashpoint_timeline,8,358737,male
mick_rory,hero_run,8,356021,male
mick_rory,lego_batman,11,363467,male
mick_rory,new_earth,11,375611,male
mick_rory,prime_earth,13,369675,male
mick_rory,the_brave_and_the_bold,10,355163,male
mick_wong,new_earth,8,368484,male
mick_yardreigh,pre_zero_hour,11,386439,male
mickey_the_mouse,new_earth,9,351718,male
micro,new_earth,8,348876,male
micro_lass,earth_prime,7,350870,female
micron,dcau,10,358419,male
micron,futures_end,10,353177,male
micron,hush_beyond,6,361837,male
mictlantecuhtli,new_earth,6,357158,male
midas,new_earth,9,357151,male
midas,prime_earth,8,368813,male
midnighter,flowers_for_the_sun,9,362282,male
midnighter,future_state,9,366605,male
midnighter,prime_earth,12,381278,male
midnighter,wildstorm_universe,11,404314,male
